path_item_id,path_id,learner_id,resource_id,skill_id,skill_name,sequence_order,status,estimated_minutes,required
ITEM00588,PATH0098,LRN0098,RES0070,SK024,Model Evaluation,6,planned,240,True
ITEM00589,PATH0099,LRN0099,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00590,PATH0099,LRN0099,RES0073,SK025,Feature Engineering,2,mastered_skip,360,False
ITEM00591,PATH0099,LRN0099,RES0081,SK027,Neural Networks,3,planned,660,True
ITEM00592,PATH0099,LRN0099,RES0083,SK028,Deep Learning,4,planned,570,True
ITEM00593,PATH0099,LRN0099,RES0148,SK050,Model Deployment,5,planned,600,True
ITEM00594,PATH0099,LRN0099,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00595,PATH0100,LRN0100,RES0091,SK031,HTML & CSS,1,mastered_skip,120,False
ITEM00596,PATH0100,LRN0100,RES0096,SK032,JavaScript Basics,2,planned,300,True
ITEM00597,PATH0100,LRN0100,RES0104,SK035,React Fundamentals,3,planned,450,True
ITEM00598,PATH0100,LRN0100,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00599,PATH0100,LRN0100,RES0109,SK037,REST API Design,5,mastered_skip,480,False
ITEM00600,PATH0100,LRN0100,RES0100,SK034,Database Design (RDBMS),6,mastered_skip,240,False
ITEM00601,PATH0101,LRN0101,RES0057,SK019,Advanced SQL,1,planned,780,True
ITEM00602,PATH0101,LRN0101,RES0152,SK051,Data Modeling,2,planned,210,True
ITEM00603,PATH0101,LRN0101,RES0157,SK053,ETL Fundamentals,3,planned,240,True
ITEM00604,PATH0101,LRN0101,RES0169,SK057,Apache Spark Basics,4,mastered_skip,480,False
ITEM00605,PATH0101,LRN0101,RES0160,SK054,Data Warehousing,5,mastered_skip,240,False
ITEM00606,PATH0101,LRN0101,RES0180,SK060,Data Pipeline Design,6,planned,780,True
ITEM00607,PATH0102,LRN0102,RES0122,SK041,Linux Fundamentals,1,planned,210,True
ITEM00608,PATH0102,LRN0102,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00609,PATH0102,LRN0102,RES0130,SK044,AWS Core Services,3,mastered_skip,240,False
ITEM00610,PATH0102,LRN0102,RES0133,SK045,Docker Fundamentals,4,mastered_skip,360,False
ITEM00611,PATH0102,LRN0102,RES0141,SK047,Kubernetes Basics,5,planned,660,True
ITEM00612,PATH0102,LRN0102,RES0143,SK048,CI/CD Pipelines,6,planned,570,True
ITEM00613,PATH0103,LRN0103,RES0034,SK012,SQL Basics,1,planned,120,True
ITEM00614,PATH0103,LRN0103,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00615,PATH0103,LRN0103,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00616,PATH0103,LRN0103,RES0048,SK016,Data Visualization,4,planned,540,True
ITEM00617,PATH0103,LRN0103,RES0032,SK011,Descriptive Statistics,5,planned,210,True
ITEM00618,PATH0103,LRN0103,RES0052,SK018,Exploratory Data Analysis,6,planned,480,True
ITEM00619,PATH0104,LRN0104,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00620,PATH0104,LRN0104,RES0049,SK017,Inferential Statistics,2,mastered_skip,480,False
ITEM00621,PATH0104,LRN0104,RES0063,SK021,ML Foundations,3,planned,300,True
ITEM00622,PATH0104,LRN0104,RES0065,SK022,Regression Techniques,4,planned,210,True
ITEM00623,PATH0104,LRN0104,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00624,PATH0104,LRN0104,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00625,PATH0105,LRN0105,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00626,PATH0105,LRN0105,RES0075,SK025,Feature Engineering,2,planned,540,True
ITEM00627,PATH0105,LRN0105,RES0080,SK027,Neural Networks,3,planned,570,True
ITEM00628,PATH0105,LRN0105,RES0082,SK028,Deep Learning,4,planned,480,True
ITEM00629,PATH0105,LRN0105,RES0148,SK050,Model Deployment,5,mastered_skip,600,False
ITEM00630,PATH0105,LRN0105,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00631,PATH0106,LRN0106,RES0093,SK031,HTML & CSS,1,planned,300,True
ITEM00632,PATH0106,LRN0106,RES0095,SK032,JavaScript Basics,2,planned,210,True
ITEM00633,PATH0106,LRN0106,RES0103,SK035,React Fundamentals,3,planned,360,True
ITEM00634,PATH0106,LRN0106,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00635,PATH0106,LRN0106,RES0109,SK037,REST API Design,5,mastered_skip,480,False
ITEM00636,PATH0106,LRN0106,RES0102,SK034,Database Design (RDBMS),6,planned,420,True
ITEM00637,PATH0107,LRN0107,RES0056,SK019,Advanced SQL,1,planned,690,True
ITEM00638,PATH0107,LRN0107,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00639,PATH0107,LRN0107,RES0157,SK053,ETL Fundamentals,3,mastered_skip,240,False
ITEM00640,PATH0107,LRN0107,RES0169,SK057,Apache Spark Basics,4,mastered_skip,480,False
ITEM00641,PATH0107,LRN0107,RES0162,SK054,Data Warehousing,5,planned,420,True
ITEM00642,PATH0107,LRN0107,RES0179,SK060,Data Pipeline Design,6,planned,690,True
ITEM00643,PATH0108,LRN0108,RES0121,SK041,Linux Fundamentals,1,planned,120,True
ITEM00644,PATH0108,LRN0108,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00645,PATH0108,LRN0108,RES0130,SK044,AWS Core Services,3,mastered_skip,240,False
ITEM00646,PATH0108,LRN0108,RES0135,SK045,Docker Fundamentals,4,planned,540,True
ITEM00647,PATH0108,LRN0108,RES0140,SK047,Kubernetes Basics,5,planned,570,True
ITEM00648,PATH0108,LRN0108,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00649,PATH0109,LRN0109,RES0034,SK012,SQL Basics,1,mastered_skip,120,False
ITEM00650,PATH0109,LRN0109,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00651,PATH0109,LRN0109,RES0039,SK013,Excel for Data Analysis,3,planned,420,True
ITEM00652,PATH0109,LRN0109,RES0047,SK016,Data Visualization,4,planned,450,True
ITEM00653,PATH0109,LRN0109,RES0031,SK011,Descriptive Statistics,5,planned,120,True
ITEM00654,PATH0109,LRN0109,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00655,PATH0110,LRN0110,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00656,PATH0110,LRN0110,RES0051,SK017,Inferential Statistics,2,planned,660,True
ITEM00657,PATH0110,LRN0110,RES0062,SK021,ML Foundations,3,planned,210,True
ITEM00658,PATH0110,LRN0110,RES0064,SK022,Regression Techniques,4,planned,120,True
ITEM00659,PATH0110,LRN0110,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00660,PATH0110,LRN0110,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00661,PATH0111,LRN0111,RES0063,SK021,ML Foundations,1,planned,300,True
ITEM00662,PATH0111,LRN0111,RES0074,SK025,Feature Engineering,2,planned,450,True
ITEM00663,PATH0111,LRN0111,RES0079,SK027,Neural Networks,3,planned,480,True
ITEM00664,PATH0111,LRN0111,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00665,PATH0111,LRN0111,RES0148,SK050,Model Deployment,5,mastered_skip,600,False
ITEM00666,PATH0111,LRN0111,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00667,PATH0112,LRN0112,RES0092,SK031,HTML & CSS,1,planned,210,True
ITEM00668,PATH0112,LRN0112,RES0094,SK032,JavaScript Basics,2,planned,120,True
ITEM00669,PATH0112,LRN0112,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00670,PATH0112,LRN0112,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00671,PATH0112,LRN0112,RES0111,SK037,REST API Design,5,planned,660,True
ITEM00672,PATH0112,LRN0112,RES0101,SK034,Database Design (RDBMS),6,planned,330,True
ITEM00673,PATH0113,LRN0113,RES0055,SK019,Advanced SQL,1,planned,600,True
ITEM00674,PATH0113,LRN0113,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00675,PATH0113,LRN0113,RES0157,SK053,ETL Fundamentals,3,mastered_skip,240,False
ITEM00676,PATH0113,LRN0113,RES0171,SK057,Apache Spark Basics,4,planned,660,True
ITEM00677,PATH0113,LRN0113,RES0161,SK054,Data Warehousing,5,planned,330,True
ITEM00678,PATH0113,LRN0113,RES0178,SK060,Data Pipeline Design,6,mastered_skip,600,False
ITEM00679,PATH0114,LRN0114,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00680,PATH0114,LRN0114,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00681,PATH0114,LRN0114,RES0132,SK044,AWS Core Services,3,planned,420,True
ITEM00682,PATH0114,LRN0114,RES0134,SK045,Docker Fundamentals,4,planned,450,True
ITEM00683,PATH0114,LRN0114,RES0139,SK047,Kubernetes Basics,5,planned,480,True
ITEM00684,PATH0114,LRN0114,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00685,PATH0115,LRN0115,RES0034,SK012,SQL Basics,1,mastered_skip,120,False
ITEM00686,PATH0115,LRN0115,RES0057,SK019,Advanced SQL,2,planned,780,True
ITEM00687,PATH0115,LRN0115,RES0038,SK013,Excel for Data Analysis,3,planned,330,True
ITEM00688,PATH0115,LRN0115,RES0046,SK016,Data Visualization,4,planned,360,True
ITEM00689,PATH0115,LRN0115,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00690,PATH0115,LRN0115,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00691,PATH0116,LRN0116,RES0009,SK003,Python Data Structures,1,planned,420,True
ITEM00692,PATH0116,LRN0116,RES0050,SK017,Inferential Statistics,2,planned,570,True
ITEM00693,PATH0116,LRN0116,RES0061,SK021,ML Foundations,3,planned,120,True
ITEM00694,PATH0116,LRN0116,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00695,PATH0116,LRN0116,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00696,PATH0116,LRN0116,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00697,PATH0117,LRN0117,RES0062,SK021,ML Foundations,1,planned,210,True
ITEM00698,PATH0117,LRN0117,RES0073,SK025,Feature Engineering,2,planned,360,True
ITEM00699,PATH0117,LRN0117,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00700,PATH0117,LRN0117,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00701,PATH0117,LRN0117,RES0150,SK050,Model Deployment,5,planned,780,True
ITEM00702,PATH0117,LRN0117,RES0071,SK024,Model Evaluation,6,planned,330,True
ITEM00703,PATH0118,LRN0118,RES0091,SK031,HTML & CSS,1,planned,120,True
ITEM00704,PATH0118,LRN0118,RES0094,SK032,JavaScript Basics,2,mastered_skip,120,False
ITEM00705,PATH0118,LRN0118,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00706,PATH0118,LRN0118,RES0108,SK036,Node.js Basics,4,planned,540,True
ITEM00707,PATH0118,LRN0118,RES0110,SK037,REST API Design,5,planned,570,True
ITEM00708,PATH0118,LRN0118,RES0100,SK034,Database Design (RDBMS),6,planned,240,True
ITEM00709,PATH0119,LRN0119,RES0055,SK019,Advanced SQL,1,mastered_skip,600,False
ITEM00710,PATH0119,LRN0119,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00711,PATH0119,LRN0119,RES0159,SK053,ETL Fundamentals,3,planned,420,True
ITEM00712,PATH0119,LRN0119,RES0170,SK057,Apache Spark Basics,4,planned,570,True
ITEM00713,PATH0119,LRN0119,RES0160,SK054,Data Warehousing,5,planned,240,True
ITEM00714,PATH0119,LRN0119,RES0178,SK060,Data Pipeline Design,6,mastered_skip,600,False
ITEM00715,PATH0120,LRN0120,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00716,PATH0120,LRN0120,RES0126,SK042,Cloud Computing Basics,2,planned,300,True
ITEM00717,PATH0120,LRN0120,RES0131,SK044,AWS Core Services,3,planned,330,True
ITEM00718,PATH0120,LRN0120,RES0133,SK045,Docker Fundamentals,4,planned,360,True
ITEM00719,PATH0120,LRN0120,RES0139,SK047,Kubernetes Basics,5,mastered_skip,480,False
ITEM00720,PATH0120,LRN0120,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00721,PATH0121,LRN0121,RES0036,SK012,SQL Basics,1,planned,300,True
ITEM00722,PATH0121,LRN0121,RES0056,SK019,Advanced SQL,2,planned,690,True
ITEM00723,PATH0121,LRN0121,RES0037,SK013,Excel for Data Analysis,3,planned,240,True
ITEM00724,PATH0121,LRN0121,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00725,PATH0121,LRN0121,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00726,PATH0121,LRN0121,RES0054,SK018,Exploratory Data Analysis,6,planned,660,True
ITEM00727,PATH0122,LRN0122,RES0008,SK003,Python Data Structures,1,planned,330,True
ITEM00728,PATH0122,LRN0122,RES0049,SK017,Inferential Statistics,2,planned,480,True
ITEM00729,PATH0122,LRN0122,RES0061,SK021,ML Foundations,3,mastered_skip,120,False
ITEM00730,PATH0122,LRN0122,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00731,PATH0122,LRN0122,RES0069,SK023,Classification Techniques,5,planned,420,True
ITEM00732,PATH0122,LRN0122,RES0071,SK024,Model Evaluation,6,planned,330,True
ITEM00733,PATH0123,LRN0123,RES0061,SK021,ML Foundations,1,planned,120,True
ITEM00734,PATH0123,LRN0123,RES0073,SK025,Feature Engineering,2,mastered_skip,360,False
ITEM00735,PATH0123,LRN0123,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00736,PATH0123,LRN0123,RES0084,SK028,Deep Learning,4,planned,660,True
ITEM00737,PATH0123,LRN0123,RES0149,SK050,Model Deployment,5,planned,690,True
ITEM00738,PATH0123,LRN0123,RES0070,SK024,Model Evaluation,6,planned,240,True
ITEM00739,PATH0124,LRN0124,RES0091,SK031,HTML & CSS,1,mastered_skip,120,False
ITEM00740,PATH0124,LRN0124,RES0094,SK032,JavaScript Basics,2,mastered_skip,120,False
ITEM00741,PATH0124,LRN0124,RES0105,SK035,React Fundamentals,3,planned,540,True
ITEM00742,PATH0124,LRN0124,RES0107,SK036,Node.js Basics,4,planned,450,True
ITEM00743,PATH0124,LRN0124,RES0109,SK037,REST API Design,5,planned,480,True
ITEM00744,PATH0124,LRN0124,RES0100,SK034,Database Design (RDBMS),6,mastered_skip,240,False
ITEM00745,PATH0125,LRN0125,RES0055,SK019,Advanced SQL,1,mastered_skip,600,False
ITEM00746,PATH0125,LRN0125,RES0153,SK051,Data Modeling,2,planned,300,True
ITEM00747,PATH0125,LRN0125,RES0158,SK053,ETL Fundamentals,3,planned,330,True
ITEM00748,PATH0125,LRN0125,RES0169,SK057,Apache Spark Basics,4,planned,480,True
ITEM00749,PATH0125,LRN0125,RES0160,SK054,Data Warehousing,5,mastered_skip,240,False
ITEM00750,PATH0125,LRN0125,RES0178,SK060,Data Pipeline Design,6,mastered_skip,600,False
ITEM00751,PATH0126,LRN0126,RES0123,SK041,Linux Fundamentals,1,planned,300,True
ITEM00752,PATH0126,LRN0126,RES0125,SK042,Cloud Computing Basics,2,planned,210,True
ITEM00753,PATH0126,LRN0126,RES0130,SK044,AWS Core Services,3,planned,240,True
ITEM00754,PATH0126,LRN0126,RES0133,SK045,Docker Fundamentals,4,mastered_skip,360,False
ITEM00755,PATH0126,LRN0126,RES0139,SK047,Kubernetes Basics,5,mastered_skip,480,False
ITEM00756,PATH0126,LRN0126,RES0144,SK048,CI/CD Pipelines,6,planned,660,True
ITEM00757,PATH0127,LRN0127,RES0035,SK012,SQL Basics,1,planned,210,True
ITEM00758,PATH0127,LRN0127,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00759,PATH0127,LRN0127,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00760,PATH0127,LRN0127,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00761,PATH0127,LRN0127,RES0033,SK011,Descriptive Statistics,5,planned,300,True
ITEM00762,PATH0127,LRN0127,RES0053,SK018,Exploratory Data Analysis,6,planned,570,True
ITEM00763,PATH0128,LRN0128,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00764,PATH0128,LRN0128,RES0049,SK017,Inferential Statistics,2,mastered_skip,480,False
ITEM00765,PATH0128,LRN0128,RES0061,SK021,ML Foundations,3,mastered_skip,120,False
ITEM00766,PATH0128,LRN0128,RES0066,SK022,Regression Techniques,4,planned,300,True
ITEM00767,PATH0128,LRN0128,RES0068,SK023,Classification Techniques,5,planned,330,True
ITEM00768,PATH0128,LRN0128,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00769,PATH0129,LRN0129,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00770,PATH0129,LRN0129,RES0073,SK025,Feature Engineering,2,mastered_skip,360,False
ITEM00771,PATH0129,LRN0129,RES0081,SK027,Neural Networks,3,planned,660,True
ITEM00772,PATH0129,LRN0129,RES0083,SK028,Deep Learning,4,planned,570,True
ITEM00773,PATH0129,LRN0129,RES0148,SK050,Model Deployment,5,planned,600,True
ITEM00774,PATH0129,LRN0129,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00775,PATH0130,LRN0130,RES0091,SK031,HTML & CSS,1,mastered_skip,120,False
ITEM00776,PATH0130,LRN0130,RES0096,SK032,JavaScript Basics,2,planned,300,True
ITEM00777,PATH0130,LRN0130,RES0104,SK035,React Fundamentals,3,planned,450,True
ITEM00778,PATH0130,LRN0130,RES0106,SK036,Node.js Basics,4,planned,360,True
ITEM00779,PATH0130,LRN0130,RES0109,SK037,REST API Design,5,mastered_skip,480,False
ITEM00780,PATH0130,LRN0130,RES0100,SK034,Database Design (RDBMS),6,mastered_skip,240,False
ITEM00781,PATH0131,LRN0131,RES0057,SK019,Advanced SQL,1,planned,780,True
ITEM00782,PATH0131,LRN0131,RES0152,SK051,Data Modeling,2,planned,210,True
ITEM00783,PATH0131,LRN0131,RES0157,SK053,ETL Fundamentals,3,planned,240,True
ITEM00784,PATH0131,LRN0131,RES0169,SK057,Apache Spark Basics,4,mastered_skip,480,False
ITEM00785,PATH0131,LRN0131,RES0160,SK054,Data Warehousing,5,mastered_skip,240,False
ITEM00786,PATH0131,LRN0131,RES0180,SK060,Data Pipeline Design,6,planned,780,True
ITEM00787,PATH0132,LRN0132,RES0122,SK041,Linux Fundamentals,1,planned,210,True
ITEM00788,PATH0132,LRN0132,RES0124,SK042,Cloud Computing Basics,2,planned,120,True
ITEM00789,PATH0132,LRN0132,RES0130,SK044,AWS Core Services,3,mastered_skip,240,False
ITEM00790,PATH0132,LRN0132,RES0133,SK045,Docker Fundamentals,4,mastered_skip,360,False
ITEM00791,PATH0132,LRN0132,RES0141,SK047,Kubernetes Basics,5,planned,660,True
ITEM00792,PATH0132,LRN0132,RES0143,SK048,CI/CD Pipelines,6,planned,570,True
ITEM00793,PATH0133,LRN0133,RES0034,SK012,SQL Basics,1,planned,120,True
ITEM00794,PATH0133,LRN0133,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00795,PATH0133,LRN0133,RES0037,SK013,Excel for Data Analysis,3,mastered_skip,240,False
ITEM00796,PATH0133,LRN0133,RES0048,SK016,Data Visualization,4,planned,540,True
ITEM00797,PATH0133,LRN0133,RES0032,SK011,Descriptive Statistics,5,planned,210,True
ITEM00798,PATH0133,LRN0133,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00799,PATH0134,LRN0134,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00800,PATH0134,LRN0134,RES0049,SK017,Inferential Statistics,2,mastered_skip,480,False
ITEM00801,PATH0134,LRN0134,RES0063,SK021,ML Foundations,3,planned,300,True
ITEM00802,PATH0134,LRN0134,RES0065,SK022,Regression Techniques,4,planned,210,True
ITEM00803,PATH0134,LRN0134,RES0067,SK023,Classification Techniques,5,planned,240,True
ITEM00804,PATH0134,LRN0134,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00805,PATH0135,LRN0135,RES0061,SK021,ML Foundations,1,mastered_skip,120,False
ITEM00806,PATH0135,LRN0135,RES0075,SK025,Feature Engineering,2,planned,540,True
ITEM00807,PATH0135,LRN0135,RES0080,SK027,Neural Networks,3,planned,570,True
ITEM00808,PATH0135,LRN0135,RES0082,SK028,Deep Learning,4,planned,480,True
ITEM00809,PATH0135,LRN0135,RES0148,SK050,Model Deployment,5,mastered_skip,600,False
ITEM00810,PATH0135,LRN0135,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00811,PATH0136,LRN0136,RES0093,SK031,HTML & CSS,1,planned,300,True
ITEM00812,PATH0136,LRN0136,RES0095,SK032,JavaScript Basics,2,planned,210,True
ITEM00813,PATH0136,LRN0136,RES0103,SK035,React Fundamentals,3,planned,360,True
ITEM00814,PATH0136,LRN0136,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00815,PATH0136,LRN0136,RES0109,SK037,REST API Design,5,mastered_skip,480,False
ITEM00816,PATH0136,LRN0136,RES0102,SK034,Database Design (RDBMS),6,planned,420,True
ITEM00817,PATH0137,LRN0137,RES0056,SK019,Advanced SQL,1,planned,690,True
ITEM00818,PATH0137,LRN0137,RES0151,SK051,Data Modeling,2,planned,120,True
ITEM00819,PATH0137,LRN0137,RES0157,SK053,ETL Fundamentals,3,mastered_skip,240,False
ITEM00820,PATH0137,LRN0137,RES0169,SK057,Apache Spark Basics,4,mastered_skip,480,False
ITEM00821,PATH0137,LRN0137,RES0162,SK054,Data Warehousing,5,planned,420,True
ITEM00822,PATH0137,LRN0137,RES0179,SK060,Data Pipeline Design,6,planned,690,True
ITEM00823,PATH0138,LRN0138,RES0121,SK041,Linux Fundamentals,1,planned,120,True
ITEM00824,PATH0138,LRN0138,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00825,PATH0138,LRN0138,RES0130,SK044,AWS Core Services,3,mastered_skip,240,False
ITEM00826,PATH0138,LRN0138,RES0135,SK045,Docker Fundamentals,4,planned,540,True
ITEM00827,PATH0138,LRN0138,RES0140,SK047,Kubernetes Basics,5,planned,570,True
ITEM00828,PATH0138,LRN0138,RES0142,SK048,CI/CD Pipelines,6,planned,480,True
ITEM00829,PATH0139,LRN0139,RES0034,SK012,SQL Basics,1,mastered_skip,120,False
ITEM00830,PATH0139,LRN0139,RES0055,SK019,Advanced SQL,2,mastered_skip,600,False
ITEM00831,PATH0139,LRN0139,RES0039,SK013,Excel for Data Analysis,3,planned,420,True
ITEM00832,PATH0139,LRN0139,RES0047,SK016,Data Visualization,4,planned,450,True
ITEM00833,PATH0139,LRN0139,RES0031,SK011,Descriptive Statistics,5,planned,120,True
ITEM00834,PATH0139,LRN0139,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00835,PATH0140,LRN0140,RES0007,SK003,Python Data Structures,1,mastered_skip,240,False
ITEM00836,PATH0140,LRN0140,RES0051,SK017,Inferential Statistics,2,planned,660,True
ITEM00837,PATH0140,LRN0140,RES0062,SK021,ML Foundations,3,planned,210,True
ITEM00838,PATH0140,LRN0140,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00839,PATH0140,LRN0140,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00840,PATH0140,LRN0140,RES0070,SK024,Model Evaluation,6,mastered_skip,240,False
ITEM00841,PATH0141,LRN0141,RES0063,SK021,ML Foundations,1,planned,300,True
ITEM00842,PATH0141,LRN0141,RES0074,SK025,Feature Engineering,2,planned,450,True
ITEM00843,PATH0141,LRN0141,RES0079,SK027,Neural Networks,3,planned,480,True
ITEM00844,PATH0141,LRN0141,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00845,PATH0141,LRN0141,RES0148,SK050,Model Deployment,5,mastered_skip,600,False
ITEM00846,PATH0141,LRN0141,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00847,PATH0142,LRN0142,RES0092,SK031,HTML & CSS,1,planned,210,True
ITEM00848,PATH0142,LRN0142,RES0094,SK032,JavaScript Basics,2,planned,120,True
ITEM00849,PATH0142,LRN0142,RES0103,SK035,React Fundamentals,3,mastered_skip,360,False
ITEM00850,PATH0142,LRN0142,RES0106,SK036,Node.js Basics,4,mastered_skip,360,False
ITEM00851,PATH0142,LRN0142,RES0111,SK037,REST API Design,5,planned,660,True
ITEM00852,PATH0142,LRN0142,RES0101,SK034,Database Design (RDBMS),6,planned,330,True
ITEM00853,PATH0143,LRN0143,RES0055,SK019,Advanced SQL,1,planned,600,True
ITEM00854,PATH0143,LRN0143,RES0151,SK051,Data Modeling,2,mastered_skip,120,False
ITEM00855,PATH0143,LRN0143,RES0157,SK053,ETL Fundamentals,3,mastered_skip,240,False
ITEM00856,PATH0143,LRN0143,RES0171,SK057,Apache Spark Basics,4,planned,660,True
ITEM00857,PATH0143,LRN0143,RES0161,SK054,Data Warehousing,5,planned,330,True
ITEM00858,PATH0143,LRN0143,RES0178,SK060,Data Pipeline Design,6,planned,600,True
ITEM00859,PATH0144,LRN0144,RES0121,SK041,Linux Fundamentals,1,mastered_skip,120,False
ITEM00860,PATH0144,LRN0144,RES0124,SK042,Cloud Computing Basics,2,mastered_skip,120,False
ITEM00861,PATH0144,LRN0144,RES0132,SK044,AWS Core Services,3,planned,420,True
ITEM00862,PATH0144,LRN0144,RES0134,SK045,Docker Fundamentals,4,planned,450,True
ITEM00863,PATH0144,LRN0144,RES0139,SK047,Kubernetes Basics,5,planned,480,True
ITEM00864,PATH0144,LRN0144,RES0142,SK048,CI/CD Pipelines,6,mastered_skip,480,False
ITEM00865,PATH0145,LRN0145,RES0034,SK012,SQL Basics,1,mastered_skip,120,False
ITEM00866,PATH0145,LRN0145,RES0057,SK019,Advanced SQL,2,planned,780,True
ITEM00867,PATH0145,LRN0145,RES0038,SK013,Excel for Data Analysis,3,planned,330,True
ITEM00868,PATH0145,LRN0145,RES0046,SK016,Data Visualization,4,mastered_skip,360,False
ITEM00869,PATH0145,LRN0145,RES0031,SK011,Descriptive Statistics,5,mastered_skip,120,False
ITEM00870,PATH0145,LRN0145,RES0052,SK018,Exploratory Data Analysis,6,mastered_skip,480,False
ITEM00871,PATH0146,LRN0146,RES0009,SK003,Python Data Structures,1,planned,420,True
ITEM00872,PATH0146,LRN0146,RES0050,SK017,Inferential Statistics,2,planned,570,True
ITEM00873,PATH0146,LRN0146,RES0061,SK021,ML Foundations,3,planned,120,True
ITEM00874,PATH0146,LRN0146,RES0064,SK022,Regression Techniques,4,mastered_skip,120,False
ITEM00875,PATH0146,LRN0146,RES0067,SK023,Classification Techniques,5,mastered_skip,240,False
ITEM00876,PATH0146,LRN0146,RES0072,SK024,Model Evaluation,6,planned,420,True
ITEM00877,PATH0147,LRN0147,RES0062,SK021,ML Foundations,1,planned,210,True
ITEM00878,PATH0147,LRN0147,RES0073,SK025,Feature Engineering,2,planned,360,True
ITEM00879,PATH0147,LRN0147,RES0079,SK027,Neural Networks,3,mastered_skip,480,False
ITEM00880,PATH0147,LRN0147,RES0082,SK028,Deep Learning,4,mastered_skip,480,False
ITEM00881,PATH0147,LRN0147,RES0150,SK050,Model Deployment,5,planned,780,True
