attempt_id,assessment_id,learner_id,skill_name,score,passed,duration_seconds,self_reported_confidence
ATT00736,ASM031,LRN0082,Python Basics,0.612,True,474,0.515
ATT00737,ASM019,LRN0082,Git & Version Control,0.713,True,707,0.793
ATT00738,ASM030,LRN0082,Problem Solving (DSA Practice),0.961,True,509,0.842
ATT00739,ASM002,LRN0083,Advanced SQL,0.526,False,567,0.557
ATT00740,ASM007,LRN0083,Data Modeling,0.842,True,536,0.815
ATT00741,ASM015,LRN0083,ETL Fundamentals,0.959,True,544,0.918
ATT00742,ASM003,LRN0083,Apache Spark Basics,0.196,False,550,0.243
ATT00743,ASM010,LRN0083,Data Warehousing,0.27,False,514,0.16
ATT00744,ASM008,LRN0083,Data Pipeline Design,0.614,True,628,0.556
ATT00745,ASM031,LRN0083,Python Basics,0.723,True,549,0.731
ATT00746,ASM019,LRN0083,Git & Version Control,0.932,True,573,0.98
ATT00747,ASM030,LRN0083,Problem Solving (DSA Practice),0.135,False,676,0.181
ATT00748,ASM024,LRN0084,Linux Fundamentals,0.766,True,579,0.654
ATT00749,ASM006,LRN0084,Cloud Computing Basics,0.893,True,548,0.93
ATT00750,ASM001,LRN0084,AWS Core Services,0.189,False,608,0.102
ATT00751,ASM014,LRN0084,Docker Fundamentals,0.338,False,453,0.254
ATT00752,ASM023,LRN0084,Kubernetes Basics,0.482,False,625,0.496
ATT00753,ASM004,LRN0084,CI/CD Pipelines,0.718,True,787,0.712
ATT00754,ASM031,LRN0084,Python Basics,0.868,True,383,0.98
ATT00755,ASM019,LRN0084,Git & Version Control,0.141,False,383,0.282
ATT00756,ASM030,LRN0084,Problem Solving (DSA Practice),0.269,False,495,0.265
ATT00757,ASM036,LRN0085,SQL Basics,0.906,True,552,0.915
ATT00758,ASM002,LRN0085,Advanced SQL,0.135,False,674,0.178
ATT00759,ASM016,LRN0085,Excel for Data Analysis,0.323,False,475,0.407
ATT00760,ASM009,LRN0085,Data Visualization,0.476,False,621,0.396
ATT00761,ASM013,LRN0085,Descriptive Statistics,0.791,True,810,0.849
ATT00762,ASM017,LRN0085,Exploratory Data Analysis,0.852,True,745,0.867
ATT00763,ASM031,LRN0085,Python Basics,0.259,False,759,0.288
ATT00764,ASM019,LRN0085,Git & Version Control,0.371,False,577,0.533
ATT00765,ASM030,LRN0085,Problem Solving (DSA Practice),0.464,False,532,0.473
ATT00766,ASM032,LRN0086,Python Data Structures,0.181,False,509,0.188
ATT00767,ASM021,LRN0086,Inferential Statistics,0.334,False,547,0.387
ATT00768,ASM025,LRN0086,ML Foundations,0.572,False,523,0.508
ATT00769,ASM035,LRN0086,Regression Techniques,0.641,True,703,0.693
ATT00770,ASM005,LRN0086,Classification Techniques,0.964,True,519,0.98
ATT00771,ASM027,LRN0086,Model Evaluation,0.161,False,538,0.166
ATT00772,ASM031,LRN0086,Python Basics,0.33,False,682,0.42
ATT00773,ASM019,LRN0086,Git & Version Control,0.677,True,595,0.598
ATT00774,ASM030,LRN0086,Problem Solving (DSA Practice),0.781,True,550,0.774
ATT00775,ASM025,LRN0087,ML Foundations,0.24,False,453,0.376
ATT00776,ASM018,LRN0087,Feature Engineering,0.593,False,567,0.634
ATT00777,ASM028,LRN0087,Neural Networks,0.702,True,594,0.804
ATT00778,ASM012,LRN0087,Deep Learning,0.935,True,682,0.98
ATT00779,ASM026,LRN0087,Model Deployment,0.142,False,591,0.137
ATT00780,ASM027,LRN0087,Model Evaluation,0.459,False,601,0.521
ATT00781,ASM031,LRN0087,Python Basics,0.608,True,644,0.717
ATT00782,ASM019,LRN0087,Git & Version Control,0.817,True,611,0.911
ATT00783,ASM030,LRN0087,Problem Solving (DSA Practice),0.891,True,544,0.98
ATT00784,ASM020,LRN0088,HTML & CSS,0.574,False,734,0.511
ATT00785,ASM022,LRN0088,JavaScript Basics,0.756,True,653,0.752
ATT00786,ASM034,LRN0088,React Fundamentals,0.957,True,923,0.98
ATT00787,ASM029,LRN0088,Node.js Basics,0.09,False,512,0.116
ATT00788,ASM033,LRN0088,REST API Design,0.288,False,454,0.276
ATT00789,ASM011,LRN0088,Database Design (RDBMS),0.601,True,511,0.721
ATT00790,ASM031,LRN0088,Python Basics,0.627,True,705,0.76
ATT00791,ASM019,LRN0088,Git & Version Control,0.911,True,678,0.952
ATT00792,ASM030,LRN0088,Problem Solving (DSA Practice),0.07,False,619,0.05
ATT00793,ASM002,LRN0089,Advanced SQL,0.7,True,579,0.789
ATT00794,ASM007,LRN0089,Data Modeling,0.847,True,622,0.951
ATT00795,ASM015,LRN0089,ETL Fundamentals,0.029,False,449,0.152
ATT00796,ASM003,LRN0089,Apache Spark Basics,0.403,False,628,0.464
ATT00797,ASM010,LRN0089,Data Warehousing,0.551,False,708,0.641
ATT00798,ASM008,LRN0089,Data Pipeline Design,0.737,True,570,0.683
ATT00799,ASM031,LRN0089,Python Basics,0.925,True,634,0.907
ATT00800,ASM019,LRN0089,Git & Version Control,0.091,False,568,0.1
ATT00801,ASM030,LRN0089,Problem Solving (DSA Practice),0.266,False,680,0.364
ATT00802,ASM024,LRN0090,Linux Fundamentals,0.845,True,733,0.752
ATT00803,ASM006,LRN0090,Cloud Computing Basics,0.268,False,719,0.331
ATT00804,ASM001,LRN0090,AWS Core Services,0.35,False,629,0.496
ATT00805,ASM014,LRN0090,Docker Fundamentals,0.567,False,390,0.533
ATT00806,ASM023,LRN0090,Kubernetes Basics,0.815,True,808,0.749
ATT00807,ASM004,LRN0090,CI/CD Pipelines,0.942,True,542,0.98
ATT00808,ASM031,LRN0090,Python Basics,0.192,False,649,0.073
ATT00809,ASM019,LRN0090,Git & Version Control,0.311,False,676,0.433
ATT00810,ASM030,LRN0090,Problem Solving (DSA Practice),0.489,False,768,0.455
ATT00811,ASM036,LRN0091,SQL Basics,0.101,False,442,0.05
ATT00812,ASM002,LRN0091,Advanced SQL,0.374,False,464,0.425
ATT00813,ASM016,LRN0091,Excel for Data Analysis,0.576,False,596,0.506
ATT00814,ASM009,LRN0091,Data Visualization,0.608,True,513,0.633
ATT00815,ASM013,LRN0091,Descriptive Statistics,0.911,True,624,0.972
ATT00816,ASM017,LRN0091,Exploratory Data Analysis,0.142,False,626,0.05
ATT00817,ASM031,LRN0091,Python Basics,0.351,False,832,0.471
ATT00818,ASM019,LRN0091,Git & Version Control,0.554,False,491,0.532
ATT00819,ASM030,LRN0091,Problem Solving (DSA Practice),0.75,True,297,0.624
ATT00820,ASM032,LRN0092,Python Data Structures,0.385,False,707,0.251
ATT00821,ASM021,LRN0092,Inferential Statistics,0.478,False,790,0.425
ATT00822,ASM025,LRN0092,ML Foundations,0.743,True,585,0.691
ATT00823,ASM035,LRN0092,Regression Techniques,0.948,True,544,0.98
ATT00824,ASM005,LRN0092,Classification Techniques,0.064,False,650,0.129
ATT00825,ASM027,LRN0092,Model Evaluation,0.386,False,514,0.266
ATT00826,ASM031,LRN0092,Python Basics,0.551,False,565,0.454
ATT00827,ASM019,LRN0092,Git & Version Control,0.733,True,672,0.863
ATT00828,ASM030,LRN0092,Problem Solving (DSA Practice),0.947,True,511,0.961
ATT00829,ASM025,LRN0093,ML Foundations,0.64,True,408,0.63
ATT00830,ASM018,LRN0093,Feature Engineering,0.644,True,600,0.569
ATT00831,ASM028,LRN0093,Neural Networks,0.996,True,795,0.951
ATT00832,ASM012,LRN0093,Deep Learning,0.258,False,746,0.24
ATT00833,ASM026,LRN0093,Model Deployment,0.268,False,691,0.307
ATT00834,ASM027,LRN0093,Model Evaluation,0.605,True,536,0.651
ATT00835,ASM031,LRN0093,Python Basics,0.751,True,755,0.798
ATT00836,ASM019,LRN0093,Git & Version Control,0.864,True,730,0.947
ATT00837,ASM030,LRN0093,Problem Solving (DSA Practice),0.024,False,598,0.187
ATT00838,ASM020,LRN0094,HTML & CSS,0.713,True,779,0.687
ATT00839,ASM022,LRN0094,JavaScript Basics,0.915,True,690,0.866
ATT00840,ASM034,LRN0094,React Fundamentals,0.137,False,593,0.164
ATT00841,ASM029,LRN0094,Node.js Basics,0.408,False,571,0.375
ATT00842,ASM033,LRN0094,REST API Design,0.439,False,748,0.543
ATT00843,ASM011,LRN0094,Database Design (RDBMS),0.751,True,647,0.878
ATT00844,ASM031,LRN0094,Python Basics,0.914,True,629,0.858
ATT00845,ASM019,LRN0094,Git & Version Control,0.155,False,646,0.315
ATT00846,ASM030,LRN0094,Problem Solving (DSA Practice),0.286,False,447,0.291
ATT00847,ASM002,LRN0095,Advanced SQL,0.917,True,269,0.876
ATT00848,ASM007,LRN0095,Data Modeling,0.037,False,513,0.136
ATT00849,ASM015,LRN0095,ETL Fundamentals,0.318,False,768,0.381
ATT00850,ASM003,LRN0095,Apache Spark Basics,0.573,False,796,0.485
ATT00851,ASM010,LRN0095,Data Warehousing,0.877,True,436,0.764
ATT00852,ASM008,LRN0095,Data Pipeline Design,0.869,True,466,0.791
ATT00853,ASM031,LRN0095,Python Basics,0.248,False,558,0.174
ATT00854,ASM019,LRN0095,Git & Version Control,0.425,False,528,0.516
ATT00855,ASM030,LRN0095,Problem Solving (DSA Practice),0.453,False,719,0.577
ATT00856,ASM024,LRN0096,Linux Fundamentals,0.139,False,489,0.14
ATT00857,ASM006,LRN0096,Cloud Computing Basics,0.362,False,732,0.449
ATT00858,ASM001,LRN0096,AWS Core Services,0.435,False,556,0.424
ATT00859,ASM014,LRN0096,Docker Fundamentals,0.818,True,497,0.736
ATT00860,ASM023,LRN0096,Kubernetes Basics,0.917,True,641,0.887
ATT00861,ASM004,LRN0096,CI/CD Pipelines,0.061,False,600,0.05
ATT00862,ASM031,LRN0096,Python Basics,0.31,False,728,0.381
ATT00863,ASM019,LRN0096,Git & Version Control,0.606,True,358,0.707
ATT00864,ASM030,LRN0096,Problem Solving (DSA Practice),0.768,True,718,0.712
ATT00865,ASM036,LRN0097,SQL Basics,0.48,False,383,0.466
ATT00866,ASM002,LRN0097,Advanced SQL,0.518,False,847,0.494
ATT00867,ASM016,LRN0097,Excel for Data Analysis,0.792,True,548,0.795
ATT00868,ASM009,LRN0097,Data Visualization,0.929,True,668,0.933
ATT00869,ASM013,LRN0097,Descriptive Statistics,0.131,False,536,0.21
ATT00870,ASM017,LRN0097,Exploratory Data Analysis,0.408,False,755,0.358
ATT00871,ASM031,LRN0097,Python Basics,0.699,True,756,0.521
ATT00872,ASM019,LRN0097,Git & Version Control,0.784,True,527,0.747
ATT00873,ASM030,LRN0097,Problem Solving (DSA Practice),0.867,True,642,0.779
ATT00874,ASM032,LRN0098,Python Data Structures,0.557,False,552,0.586
ATT00875,ASM021,LRN0098,Inferential Statistics,0.685,True,445,0.747
ATT00876,ASM025,LRN0098,ML Foundations,0.936,True,689,0.94
ATT00877,ASM035,LRN0098,Regression Techniques,0.104,False,691,0.181
ATT00878,ASM005,LRN0098,Classification Techniques,0.382,False,788,0.473
ATT00879,ASM027,LRN0098,Model Evaluation,0.571,False,691,0.465
ATT00880,ASM031,LRN0098,Python Basics,0.719,True,751,0.8
ATT00881,ASM019,LRN0098,Git & Version Control,0.98,True,665,0.905
ATT00882,ASM030,LRN0098,Problem Solving (DSA Practice),0.141,False,536,0.139
ATT00883,ASM025,LRN0099,ML Foundations,0.793,True,655,0.731
ATT00884,ASM018,LRN0099,Feature Engineering,0.883,True,556,0.862
ATT00885,ASM028,LRN0099,Neural Networks,0.207,False,457,0.125
ATT00886,ASM012,LRN0099,Deep Learning,0.431,False,656,0.459
ATT00887,ASM026,LRN0099,Model Deployment,0.459,False,775,0.447
ATT00888,ASM027,LRN0099,Model Evaluation,0.792,True,440,0.822
ATT00889,ASM031,LRN0099,Python Basics,0.985,True,592,0.89
ATT00890,ASM019,LRN0099,Git & Version Control,0.162,False,720,0.086
ATT00891,ASM030,LRN0099,Problem Solving (DSA Practice),0.256,False,559,0.252
ATT00892,ASM020,LRN0100,HTML & CSS,0.892,True,828,0.946
ATT00893,ASM022,LRN0100,JavaScript Basics,0.1,False,467,0.07
ATT00894,ASM034,LRN0100,React Fundamentals,0.334,False,666,0.227
ATT00895,ASM029,LRN0100,Node.js Basics,0.599,False,560,0.664
ATT00896,ASM033,LRN0100,REST API Design,0.775,True,673,0.698
ATT00897,ASM011,LRN0100,Database Design (RDBMS),0.855,True,665,0.92
ATT00898,ASM031,LRN0100,Python Basics,0.271,False,588,0.259
ATT00899,ASM019,LRN0100,Git & Version Control,0.424,False,429,0.539
ATT00900,ASM030,LRN0100,Problem Solving (DSA Practice),0.527,False,547,0.621
ATT00901,ASM002,LRN0101,Advanced SQL,0.263,False,745,0.28
ATT00902,ASM007,LRN0101,Data Modeling,0.281,False,742,0.25
ATT00903,ASM015,LRN0101,ETL Fundamentals,0.547,False,728,0.497
ATT00904,ASM003,LRN0101,Apache Spark Basics,0.768,True,732,0.809
ATT00905,ASM010,LRN0101,Data Warehousing,0.843,True,450,0.837
ATT00906,ASM008,LRN0101,Data Pipeline Design,0.073,False,823,0.05
ATT00907,ASM031,LRN0101,Python Basics,0.23,False,729,0.367
ATT00908,ASM019,LRN0101,Git & Version Control,0.613,True,693,0.685
ATT00909,ASM030,LRN0101,Problem Solving (DSA Practice),0.817,True,549,0.746
ATT00910,ASM024,LRN0102,Linux Fundamentals,0.485,False,711,0.427
ATT00911,ASM006,LRN0102,Cloud Computing Basics,0.619,True,670,0.607
ATT00912,ASM001,LRN0102,AWS Core Services,0.727,True,758,0.899
ATT00913,ASM014,LRN0102,Docker Fundamentals,0.983,True,565,0.9
ATT00914,ASM023,LRN0102,Kubernetes Basics,0.137,False,748,0.225
ATT00915,ASM004,LRN0102,CI/CD Pipelines,0.307,False,392,0.271
ATT00916,ASM031,LRN0102,Python Basics,0.593,False,481,0.546
ATT00917,ASM019,LRN0102,Git & Version Control,0.607,True,554,0.678
ATT00918,ASM030,LRN0102,Problem Solving (DSA Practice),0.999,True,598,0.849
ATT00919,ASM036,LRN0103,SQL Basics,0.545,False,533,0.645
ATT00920,ASM002,LRN0103,Advanced SQL,0.665,True,527,0.727
ATT00921,ASM016,LRN0103,Excel for Data Analysis,0.934,True,758,0.841
ATT00922,ASM009,LRN0103,Data Visualization,0.133,False,311,0.148
ATT00923,ASM013,LRN0103,Descriptive Statistics,0.25,False,521,0.382
ATT00924,ASM017,LRN0103,Exploratory Data Analysis,0.553,False,771,0.46
ATT00925,ASM031,LRN0103,Python Basics,0.791,True,396,0.837
ATT00926,ASM019,LRN0103,Git & Version Control,0.894,True,665,0.772
ATT00927,ASM030,LRN0103,Problem Solving (DSA Practice),0.146,False,559,0.086
ATT00928,ASM032,LRN0104,Python Data Structures,0.737,True,681,0.67
ATT00929,ASM021,LRN0104,Inferential Statistics,0.889,True,340,0.924
ATT00930,ASM025,LRN0104,ML Foundations,0.157,False,722,0.108
ATT00931,ASM035,LRN0104,Regression Techniques,0.465,False,515,0.416
ATT00932,ASM005,LRN0104,Classification Techniques,0.556,False,523,0.599
ATT00933,ASM027,LRN0104,Model Evaluation,0.805,True,548,0.926
ATT00934,ASM031,LRN0104,Python Basics,0.928,True,607,0.98
ATT00935,ASM019,LRN0104,Git & Version Control,0.156,False,591,0.227
ATT00936,ASM030,LRN0104,Problem Solving (DSA Practice),0.483,False,632,0.547
ATT00937,ASM025,LRN0105,ML Foundations,0.816,True,531,0.913
ATT00938,ASM018,LRN0105,Feature Engineering,0.087,False,445,0.05
ATT00939,ASM028,LRN0105,Neural Networks,0.233,False,695,0.367
ATT00940,ASM012,LRN0105,Deep Learning,0.532,False,508,0.677
ATT00941,ASM026,LRN0105,Model Deployment,0.876,True,793,0.743
ATT00942,ASM027,LRN0105,Model Evaluation,0.82,True,520,0.797
ATT00943,ASM031,LRN0105,Python Basics,0.182,False,538,0.161
ATT00944,ASM019,LRN0105,Git & Version Control,0.472,False,697,0.525
ATT00945,ASM030,LRN0105,Problem Solving (DSA Practice),0.619,True,536,0.607
ATT00946,ASM020,LRN0106,HTML & CSS,0.292,False,629,0.23
ATT00947,ASM022,LRN0106,JavaScript Basics,0.339,False,523,0.382
ATT00948,ASM034,LRN0106,React Fundamentals,0.525,False,549,0.553
ATT00949,ASM029,LRN0106,Node.js Basics,0.712,True,577,0.792
ATT00950,ASM033,LRN0106,REST API Design,0.897,True,807,0.939
ATT00951,ASM011,LRN0106,Database Design (RDBMS),0.203,False,483,0.3
ATT00952,ASM031,LRN0106,Python Basics,0.258,False,468,0.334
ATT00953,ASM019,LRN0106,Git & Version Control,0.521,False,602,0.528
ATT00954,ASM030,LRN0106,Problem Solving (DSA Practice),0.728,True,528,0.761
ATT00955,ASM002,LRN0107,Advanced SQL,0.389,False,598,0.461
ATT00956,ASM007,LRN0107,Data Modeling,0.686,True,611,0.763
ATT00957,ASM015,LRN0107,ETL Fundamentals,0.674,True,390,0.799
ATT00958,ASM003,LRN0107,Apache Spark Basics,0.875,True,606,0.907
ATT00959,ASM010,LRN0107,Data Warehousing,0.095,False,829,0.05
ATT00960,ASM008,LRN0107,Data Pipeline Design,0.338,False,579,0.293
ATT00961,ASM031,LRN0107,Python Basics,0.6,True,527,0.614
ATT00962,ASM019,LRN0107,Git & Version Control,0.869,True,756,0.728
ATT00963,ASM030,LRN0107,Problem Solving (DSA Practice),0.888,True,519,0.825
ATT00964,ASM024,LRN0108,Linux Fundamentals,0.496,False,667,0.629
ATT00965,ASM006,LRN0108,Cloud Computing Basics,0.833,True,692,0.912
ATT00966,ASM001,LRN0108,AWS Core Services,0.93,True,867,0.81
ATT00967,ASM014,LRN0108,Docker Fundamentals,0.119,False,741,0.258
ATT00968,ASM023,LRN0108,Kubernetes Basics,0.28,False,638,0.196
ATT00969,ASM004,LRN0108,CI/CD Pipelines,0.547,False,628,0.535
ATT00970,ASM031,LRN0108,Python Basics,0.65,True,774,0.714
ATT00971,ASM019,LRN0108,Git & Version Control,0.871,True,718,0.91
ATT00972,ASM030,LRN0108,Problem Solving (DSA Practice),0.244,False,651,0.194
ATT00973,ASM036,LRN0109,SQL Basics,0.765,True,755,0.784
ATT00974,ASM002,LRN0109,Advanced SQL,0.855,True,496,0.842
ATT00975,ASM016,LRN0109,Excel for Data Analysis,0.148,False,588,0.249
ATT00976,ASM009,LRN0109,Data Visualization,0.46,False,720,0.474
ATT00977,ASM013,LRN0109,Descriptive Statistics,0.548,False,400,0.498
ATT00978,ASM017,LRN0109,Exploratory Data Analysis,0.829,True,494,0.779
ATT00979,ASM031,LRN0109,Python Basics,0.871,True,590,0.908
ATT00980,ASM019,LRN0109,Git & Version Control,0.127,False,830,0.058
ATT00981,ASM030,LRN0109,Problem Solving (DSA Practice),0.292,False,593,0.396
ATT00982,ASM032,LRN0110,Python Data Structures,0.856,True,481,0.967
ATT00983,ASM021,LRN0110,Inferential Statistics,0.279,False,716,0.286
ATT00984,ASM025,LRN0110,ML Foundations,0.323,False,891,0.428
ATT00985,ASM035,LRN0110,Regression Techniques,0.562,False,762,0.587
ATT00986,ASM005,LRN0110,Classification Techniques,0.649,True,585,0.561
ATT00987,ASM027,LRN0110,Model Evaluation,0.857,True,625,0.901
ATT00988,ASM031,LRN0110,Python Basics,0.225,False,596,0.186
ATT00989,ASM019,LRN0110,Git & Version Control,0.369,False,488,0.392
ATT00990,ASM030,LRN0110,Problem Solving (DSA Practice),0.638,True,439,0.647
ATT00991,ASM025,LRN0111,ML Foundations,0.246,False,608,0.103
ATT00992,ASM018,LRN0111,Feature Engineering,0.411,False,653,0.491
ATT00993,ASM028,LRN0111,Neural Networks,0.617,True,626,0.534
ATT00994,ASM012,LRN0111,Deep Learning,0.699,True,560,0.571
ATT00995,ASM026,LRN0111,Model Deployment,0.907,True,487,0.943
ATT00996,ASM027,LRN0111,Model Evaluation,0.195,False,371,0.234
ATT00997,ASM031,LRN0111,Python Basics,0.391,False,471,0.418
ATT00998,ASM019,LRN0111,Git & Version Control,0.488,False,749,0.421
ATT00999,ASM030,LRN0111,Problem Solving (DSA Practice),0.844,True,745,0.774
ATT01000,ASM020,LRN0112,HTML & CSS,0.329,False,367,0.243
ATT01001,ASM022,LRN0112,JavaScript Basics,0.593,False,465,0.634
ATT01002,ASM034,LRN0112,React Fundamentals,0.682,True,577,0.765
ATT01003,ASM029,LRN0112,Node.js Basics,0.876,True,692,0.868
ATT01004,ASM033,LRN0112,REST API Design,0.215,False,430,0.13
ATT01005,ASM011,LRN0112,Database Design (RDBMS),0.395,False,404,0.43
ATT01006,ASM031,LRN0112,Python Basics,0.563,False,763,0.448
ATT01007,ASM019,LRN0112,Git & Version Control,0.724,True,689,0.746
ATT01008,ASM030,LRN0112,Problem Solving (DSA Practice),0.861,True,765,0.754
ATT01009,ASM002,LRN0113,Advanced SQL,0.532,False,735,0.511
ATT01010,ASM007,LRN0113,Data Modeling,0.799,True,647,0.755
ATT01011,ASM015,LRN0113,ETL Fundamentals,0.927,True,779,0.927
ATT01012,ASM003,LRN0113,Apache Spark Basics,0.252,False,544,0.155
ATT01013,ASM010,LRN0113,Data Warehousing,0.257,False,659,0.254
ATT01014,ASM008,LRN0113,Data Pipeline Design,0.617,True,782,0.692
ATT01015,ASM031,LRN0113,Python Basics,0.766,True,653,0.744
ATT01016,ASM019,LRN0113,Git & Version Control,0.97,True,554,0.847
ATT01017,ASM030,LRN0113,Problem Solving (DSA Practice),0.119,False,487,0.143
ATT01018,ASM024,LRN0114,Linux Fundamentals,0.722,True,510,0.686
ATT01019,ASM006,LRN0114,Cloud Computing Basics,0.942,True,744,0.98
ATT01020,ASM001,LRN0114,AWS Core Services,0.101,False,405,0.248
ATT01021,ASM014,LRN0114,Docker Fundamentals,0.318,False,701,0.294
ATT01022,ASM023,LRN0114,Kubernetes Basics,0.545,False,881,0.528
ATT01023,ASM004,LRN0114,CI/CD Pipelines,0.715,True,580,0.789
ATT01024,ASM031,LRN0114,Python Basics,0.934,True,731,0.98
ATT01025,ASM019,LRN0114,Git & Version Control,0.263,False,542,0.265
ATT01026,ASM030,LRN0114,Problem Solving (DSA Practice),0.317,False,863,0.166
ATT01027,ASM036,LRN0115,SQL Basics,0.963,True,498,0.961
ATT01028,ASM002,LRN0115,Advanced SQL,0.126,False,464,0.147
ATT01029,ASM016,LRN0115,Excel for Data Analysis,0.487,False,662,0.418
ATT01030,ASM009,LRN0115,Data Visualization,0.451,False,282,0.451
ATT01031,ASM013,LRN0115,Descriptive Statistics,0.739,True,605,0.664
ATT01032,ASM017,LRN0115,Exploratory Data Analysis,0.871,True,651,0.84
ATT01033,ASM031,LRN0115,Python Basics,0.058,False,557,0.088
ATT01034,ASM019,LRN0115,Git & Version Control,0.305,False,675,0.181
ATT01035,ASM030,LRN0115,Problem Solving (DSA Practice),0.55,False,512,0.679
ATT01036,ASM032,LRN0116,Python Data Structures,0.214,False,728,0.058
ATT01037,ASM021,LRN0116,Inferential Statistics,0.307,False,448,0.461
ATT01038,ASM025,LRN0116,ML Foundations,0.506,False,710,0.411
ATT01039,ASM035,LRN0116,Regression Techniques,0.809,True,858,0.712
ATT01040,ASM005,LRN0116,Classification Techniques,0.819,True,650,0.883
ATT01041,ASM027,LRN0116,Model Evaluation,0.049,False,697,0.05
ATT01042,ASM031,LRN0116,Python Basics,0.25,False,654,0.286
ATT01043,ASM019,LRN0116,Git & Version Control,0.59,False,514,0.59
ATT01044,ASM030,LRN0116,Problem Solving (DSA Practice),0.674,True,643,0.651
ATT01045,ASM025,LRN0117,ML Foundations,0.367,False,723,0.341
ATT01046,ASM018,LRN0117,Feature Engineering,0.581,False,392,0.607
ATT01047,ASM028,LRN0117,Neural Networks,0.741,True,471,0.808
ATT01048,ASM012,LRN0117,Deep Learning,0.948,True,762,0.857
ATT01049,ASM026,LRN0117,Model Deployment,0.154,False,530,0.153
ATT01050,ASM027,LRN0117,Model Evaluation,0.428,False,722,0.498
ATT01051,ASM031,LRN0117,Python Basics,0.531,False,517,0.539
ATT01052,ASM019,LRN0117,Git & Version Control,0.753,True,798,0.713
ATT01053,ASM030,LRN0117,Problem Solving (DSA Practice),0.876,True,677,0.801
ATT01054,ASM020,LRN0118,HTML & CSS,0.477,False,695,0.587
ATT01055,ASM022,LRN0118,JavaScript Basics,0.729,True,566,0.655
ATT01056,ASM034,LRN0118,React Fundamentals,0.941,True,497,0.809
ATT01057,ASM029,LRN0118,Node.js Basics,0.01,False,558,0.05
ATT01058,ASM033,LRN0118,REST API Design,0.287,False,660,0.182
ATT01059,ASM011,LRN0118,Database Design (RDBMS),0.49,False,665,0.51
ATT01060,ASM031,LRN0118,Python Basics,0.767,True,604,0.679
ATT01061,ASM019,LRN0118,Git & Version Control,0.958,True,517,0.96
ATT01062,ASM030,LRN0118,Problem Solving (DSA Practice),0.11,False,572,0.162
ATT01063,ASM002,LRN0119,Advanced SQL,0.711,True,598,0.612
ATT01064,ASM007,LRN0119,Data Modeling,0.932,True,586,0.948
ATT01065,ASM015,LRN0119,ETL Fundamentals,0.13,False,496,0.212
ATT01066,ASM003,LRN0119,Apache Spark Basics,0.322,False,712,0.335
ATT01067,ASM010,LRN0119,Data Warehousing,0.58,False,749,0.651
ATT01068,ASM008,LRN0119,Data Pipeline Design,0.664,True,497,0.655
ATT01069,ASM031,LRN0119,Python Basics,0.899,True,722,0.888
ATT01070,ASM019,LRN0119,Git & Version Control,0.127,False,636,0.163
ATT01071,ASM030,LRN0119,Problem Solving (DSA Practice),0.418,False,413,0.514
ATT01072,ASM024,LRN0120,Linux Fundamentals,0.914,True,699,0.98
ATT01073,ASM006,LRN0120,Cloud Computing Basics,0.063,False,712,0.084
ATT01074,ASM001,LRN0120,AWS Core Services,0.372,False,517,0.275
ATT01075,ASM014,LRN0120,Docker Fundamentals,0.491,False,704,0.57
ATT01076,ASM023,LRN0120,Kubernetes Basics,0.738,True,612,0.699
ATT01077,ASM004,LRN0120,CI/CD Pipelines,0.87,True,489,0.98
ATT01078,ASM031,LRN0120,Python Basics,0.253,False,402,0.108
ATT01079,ASM019,LRN0120,Git & Version Control,0.329,False,669,0.255
ATT01080,ASM030,LRN0120,Problem Solving (DSA Practice),0.524,False,739,0.454
ATT01081,ASM036,LRN0121,SQL Basics,0.167,False,386,0.119
ATT01082,ASM002,LRN0121,Advanced SQL,0.32,False,634,0.336
ATT01083,ASM016,LRN0121,Excel for Data Analysis,0.48,False,486,0.497
ATT01084,ASM009,LRN0121,Data Visualization,0.686,True,494,0.573
ATT01085,ASM013,LRN0121,Descriptive Statistics,0.897,True,310,0.927
ATT01086,ASM017,LRN0121,Exploratory Data Analysis,0.247,False,677,0.123
ATT01087,ASM031,LRN0121,Python Basics,0.402,False,545,0.457
ATT01088,ASM019,LRN0121,Git & Version Control,0.607,True,462,0.498
ATT01089,ASM030,LRN0121,Problem Solving (DSA Practice),0.715,True,525,0.806
ATT01090,ASM032,LRN0122,Python Data Structures,0.253,False,635,0.345
ATT01091,ASM021,LRN0122,Inferential Statistics,0.657,True,664,0.689
ATT01092,ASM025,LRN0122,ML Foundations,0.866,True,490,0.785
ATT01093,ASM035,LRN0122,Regression Techniques,0.898,True,476,0.907
ATT01094,ASM005,LRN0122,Classification Techniques,0.082,False,598,0.05
ATT01095,ASM027,LRN0122,Model Evaluation,0.444,False,576,0.504
ATT01096,ASM031,LRN0122,Python Basics,0.542,False,524,0.528
ATT01097,ASM019,LRN0122,Git & Version Control,0.697,True,662,0.614
ATT01098,ASM030,LRN0122,Problem Solving (DSA Practice),0.889,True,557,0.876
ATT01099,ASM025,LRN0123,ML Foundations,0.456,False,727,0.579
ATT01100,ASM018,LRN0123,Feature Engineering,0.715,True,771,0.588
ATT01101,ASM028,LRN0123,Neural Networks,0.85,True,437,0.805
ATT01102,ASM012,LRN0123,Deep Learning,0.12,False,475,0.088
ATT01103,ASM026,LRN0123,Model Deployment,0.388,False,612,0.249
