learner_skill_id,learner_id,skill_id,skill_name,mastery_score,mastery_band,confidence_score,evidence_strength,source
LSK01083,LRN0121,SK013,Excel for Data Analysis,0.453,competent,0.497,0.86,diagnostic_and_practice
LSK01084,LRN0121,SK016,Data Visualization,0.693,proficient,0.573,0.62,diagnostic_and_practice
LSK01085,LRN0121,SK011,Descriptive Statistics,0.885,advanced,0.927,0.36,diagnostic_and_practice
LSK01086,LRN0121,SK018,Exploratory Data Analysis,0.194,novice,0.123,0.62,diagnostic_and_practice
LSK01087,LRN0121,SK001,Python Basics,0.45,developing,0.457,0.51,diagnostic_and_practice
LSK01088,LRN0121,SK002,Git & Version Control,0.617,competent,0.498,0.61,diagnostic_and_practice
LSK01089,LRN0121,SK008,Problem Solving (DSA Practice),0.752,proficient,0.806,0.39,diagnostic_and_practice
LSK01090,LRN0122,SK003,Python Data Structures,0.257,developing,0.345,0.71,diagnostic_and_practice
LSK01091,LRN0122,SK017,Inferential Statistics,0.598,competent,0.689,0.67,diagnostic_and_practice
LSK01092,LRN0122,SK021,ML Foundations,0.837,proficient,0.785,0.37,diagnostic_and_practice
LSK01093,LRN0122,SK022,Regression Techniques,0.882,advanced,0.907,0.5,diagnostic_and_practice
LSK01094,LRN0122,SK023,Classification Techniques,0.118,novice,0.05,0.86,diagnostic_and_practice
LSK01095,LRN0122,SK024,Model Evaluation,0.445,developing,0.504,0.66,diagnostic_and_practice
LSK01096,LRN0122,SK001,Python Basics,0.493,competent,0.528,0.86,diagnostic_and_practice
LSK01097,LRN0122,SK002,Git & Version Control,0.689,proficient,0.614,0.36,diagnostic_and_practice
LSK01098,LRN0122,SK008,Problem Solving (DSA Practice),0.9,advanced,0.876,0.52,diagnostic_and_practice
LSK01099,LRN0123,SK021,ML Foundations,0.49,competent,0.579,0.36,diagnostic_and_practice
LSK01100,LRN0123,SK025,Feature Engineering,0.674,proficient,0.588,0.57,diagnostic_and_practice
LSK01101,LRN0123,SK027,Neural Networks,0.857,advanced,0.805,0.36,diagnostic_and_practice
LSK01102,LRN0123,SK028,Deep Learning,0.169,novice,0.088,0.73,diagnostic_and_practice
LSK01103,LRN0123,SK050,Model Deployment,0.35,developing,0.249,0.48,diagnostic_and_practice
LSK01104,LRN0123,SK024,Model Evaluation,0.523,competent,0.59,0.55,diagnostic_and_practice
LSK01105,LRN0123,SK001,Python Basics,0.764,proficient,0.77,0.49,diagnostic_and_practice
LSK01106,LRN0123,SK002,Git & Version Control,0.894,advanced,0.98,0.66,diagnostic_and_practice
LSK01107,LRN0123,SK008,Problem Solving (DSA Practice),0.233,novice,0.279,0.78,diagnostic_and_practice
LSK01108,LRN0124,SK031,HTML & CSS,0.76,proficient,0.863,0.6,diagnostic_and_practice
LSK01109,LRN0124,SK032,JavaScript Basics,0.966,advanced,0.98,0.9,diagnostic_and_practice
LSK01110,LRN0124,SK035,React Fundamentals,0.247,novice,0.151,0.8,diagnostic_and_practice
LSK01111,LRN0124,SK036,Node.js Basics,0.34,developing,0.381,0.78,diagnostic_and_practice
LSK01112,LRN0124,SK037,REST API Design,0.567,competent,0.574,0.48,diagnostic_and_practice
LSK01113,LRN0124,SK034,Database Design (RDBMS),0.664,proficient,0.753,0.85,diagnostic_and_practice
LSK01114,LRN0124,SK001,Python Basics,0.964,advanced,0.882,0.66,diagnostic_and_practice
LSK01115,LRN0124,SK002,Git & Version Control,0.214,novice,0.296,0.87,diagnostic_and_practice
LSK01116,LRN0124,SK008,Problem Solving (DSA Practice),0.385,developing,0.279,0.45,diagnostic_and_practice
LSK01117,LRN0125,SK019,Advanced SQL,0.852,advanced,0.79,0.64,diagnostic_and_practice
LSK01118,LRN0125,SK051,Data Modeling,0.056,novice,0.157,0.3,diagnostic_and_practice
LSK01119,LRN0125,SK053,ETL Fundamentals,0.306,developing,0.339,0.87,diagnostic_and_practice
LSK01120,LRN0125,SK057,Apache Spark Basics,0.482,competent,0.568,0.68,diagnostic_and_practice
LSK01121,LRN0125,SK054,Data Warehousing,0.776,proficient,0.761,0.6,diagnostic_and_practice
LSK01122,LRN0125,SK060,Data Pipeline Design,0.879,advanced,0.853,0.51,diagnostic_and_practice
LSK01123,LRN0125,SK001,Python Basics,0.075,novice,0.05,0.63,diagnostic_and_practice
LSK01124,LRN0125,SK002,Git & Version Control,0.296,developing,0.329,0.48,diagnostic_and_practice
LSK01125,LRN0125,SK008,Problem Solving (DSA Practice),0.546,competent,0.449,0.42,diagnostic_and_practice
LSK01126,LRN0126,SK041,Linux Fundamentals,0.187,novice,0.198,0.85,diagnostic_and_practice
LSK01127,LRN0126,SK042,Cloud Computing Basics,0.334,developing,0.333,0.45,diagnostic_and_practice
LSK01128,LRN0126,SK044,AWS Core Services,0.489,competent,0.399,0.77,diagnostic_and_practice
LSK01129,LRN0126,SK045,Docker Fundamentals,0.829,proficient,0.791,0.64,diagnostic_and_practice
LSK01130,LRN0126,SK047,Kubernetes Basics,0.878,advanced,0.814,0.49,diagnostic_and_practice
LSK01131,LRN0126,SK048,CI/CD Pipelines,0.17,novice,0.144,0.82,diagnostic_and_practice
LSK01132,LRN0126,SK001,Python Basics,0.4,developing,0.5,0.45,diagnostic_and_practice
LSK01133,LRN0126,SK002,Git & Version Control,0.56,competent,0.62,0.51,diagnostic_and_practice
LSK01134,LRN0126,SK008,Problem Solving (DSA Practice),0.684,proficient,0.609,0.35,diagnostic_and_practice
LSK01135,LRN0127,SK012,SQL Basics,0.327,developing,0.424,0.84,diagnostic_and_practice
LSK01136,LRN0127,SK019,Advanced SQL,0.618,competent,0.541,0.6,diagnostic_and_practice
LSK01137,LRN0127,SK013,Excel for Data Analysis,0.803,proficient,0.696,0.53,diagnostic_and_practice
LSK01138,LRN0127,SK016,Data Visualization,0.963,advanced,0.979,0.47,diagnostic_and_practice
LSK01139,LRN0127,SK011,Descriptive Statistics,0.075,novice,0.133,0.83,diagnostic_and_practice
LSK01140,LRN0127,SK018,Exploratory Data Analysis,0.397,developing,0.458,0.8,diagnostic_and_practice
LSK01141,LRN0127,SK001,Python Basics,0.637,competent,0.623,0.85,diagnostic_and_practice
LSK01142,LRN0127,SK002,Git & Version Control,0.724,proficient,0.651,0.64,diagnostic_and_practice
LSK01143,LRN0127,SK008,Problem Solving (DSA Practice),0.855,advanced,0.933,0.77,diagnostic_and_practice
LSK01144,LRN0128,SK003,Python Data Structures,0.644,competent,0.548,0.36,diagnostic_and_practice
LSK01145,LRN0128,SK017,Inferential Statistics,0.814,proficient,0.731,0.7,diagnostic_and_practice
LSK01146,LRN0128,SK021,ML Foundations,0.883,advanced,0.865,0.88,diagnostic_and_practice
LSK01147,LRN0128,SK022,Regression Techniques,0.224,novice,0.232,0.83,diagnostic_and_practice
LSK01148,LRN0128,SK023,Classification Techniques,0.277,developing,0.247,0.7,diagnostic_and_practice
LSK01149,LRN0128,SK024,Model Evaluation,0.62,competent,0.691,0.41,diagnostic_and_practice
LSK01150,LRN0128,SK001,Python Basics,0.709,proficient,0.593,0.83,diagnostic_and_practice
LSK01151,LRN0128,SK002,Git & Version Control,0.934,advanced,0.863,0.68,diagnostic_and_practice
LSK01152,LRN0128,SK008,Problem Solving (DSA Practice),0.181,novice,0.159,0.83,diagnostic_and_practice
LSK01153,LRN0129,SK021,ML Foundations,0.764,proficient,0.754,0.88,diagnostic_and_practice
LSK01154,LRN0129,SK025,Feature Engineering,0.941,advanced,0.98,0.49,diagnostic_and_practice
LSK01155,LRN0129,SK027,Neural Networks,0.207,novice,0.175,0.46,diagnostic_and_practice
LSK01156,LRN0129,SK028,Deep Learning,0.446,developing,0.331,0.62,diagnostic_and_practice
LSK01157,LRN0129,SK050,Model Deployment,0.537,competent,0.636,0.65,diagnostic_and_practice
LSK01158,LRN0129,SK024,Model Evaluation,0.829,proficient,0.937,0.59,diagnostic_and_practice
LSK01159,LRN0129,SK001,Python Basics,0.867,advanced,0.881,0.36,diagnostic_and_practice
LSK01160,LRN0129,SK002,Git & Version Control,0.073,novice,0.05,0.43,diagnostic_and_practice
LSK01161,LRN0129,SK008,Problem Solving (DSA Practice),0.375,developing,0.363,0.89,diagnostic_and_practice
LSK01162,LRN0130,SK031,HTML & CSS,0.883,advanced,0.968,0.39,diagnostic_and_practice
LSK01163,LRN0130,SK032,JavaScript Basics,0.073,novice,0.05,0.9,diagnostic_and_practice
LSK01164,LRN0130,SK035,React Fundamentals,0.347,developing,0.302,0.83,diagnostic_and_practice
LSK01165,LRN0130,SK036,Node.js Basics,0.462,competent,0.483,0.57,diagnostic_and_practice
LSK01166,LRN0130,SK037,REST API Design,0.656,proficient,0.543,0.78,diagnostic_and_practice
LSK01167,LRN0130,SK034,Database Design (RDBMS),0.931,advanced,0.969,0.46,diagnostic_and_practice
LSK01168,LRN0130,SK001,Python Basics,0.145,novice,0.146,0.37,diagnostic_and_practice
LSK01169,LRN0130,SK002,Git & Version Control,0.284,developing,0.181,0.39,diagnostic_and_practice
LSK01170,LRN0130,SK008,Problem Solving (DSA Practice),0.633,competent,0.53,0.88,diagnostic_and_practice
LSK01171,LRN0131,SK019,Advanced SQL,0.096,novice,0.142,0.69,diagnostic_and_practice
LSK01172,LRN0131,SK051,Data Modeling,0.415,developing,0.509,0.51,diagnostic_and_practice
LSK01173,LRN0131,SK053,ETL Fundamentals,0.46,competent,0.463,0.33,diagnostic_and_practice
LSK01174,LRN0131,SK057,Apache Spark Basics,0.723,proficient,0.659,0.64,diagnostic_and_practice
LSK01175,LRN0131,SK054,Data Warehousing,0.908,advanced,0.921,0.51,diagnostic_and_practice
LSK01176,LRN0131,SK060,Data Pipeline Design,0.191,novice,0.131,0.62,diagnostic_and_practice
LSK01177,LRN0131,SK001,Python Basics,0.348,developing,0.239,0.39,diagnostic_and_practice
LSK01178,LRN0131,SK002,Git & Version Control,0.598,competent,0.629,0.83,diagnostic_and_practice
LSK01179,LRN0131,SK008,Problem Solving (DSA Practice),0.831,proficient,0.854,0.71,diagnostic_and_practice
LSK01180,LRN0132,SK041,Linux Fundamentals,0.282,developing,0.339,0.71,diagnostic_and_practice
LSK01181,LRN0132,SK042,Cloud Computing Basics,0.537,competent,0.588,0.57,diagnostic_and_practice
LSK01182,LRN0132,SK044,AWS Core Services,0.673,proficient,0.685,0.55,diagnostic_and_practice
LSK01183,LRN0132,SK045,Docker Fundamentals,0.936,advanced,0.901,0.42,diagnostic_and_practice
LSK01184,LRN0132,SK047,Kubernetes Basics,0.095,novice,0.05,0.44,diagnostic_and_practice
LSK01185,LRN0132,SK048,CI/CD Pipelines,0.433,developing,0.533,0.39,diagnostic_and_practice
LSK01186,LRN0132,SK001,Python Basics,0.59,competent,0.682,0.31,diagnostic_and_practice
LSK01187,LRN0132,SK002,Git & Version Control,0.662,proficient,0.633,0.59,diagnostic_and_practice
LSK01188,LRN0132,SK008,Problem Solving (DSA Practice),0.902,advanced,0.924,0.37,diagnostic_and_practice
LSK01189,LRN0133,SK012,SQL Basics,0.504,competent,0.496,0.35,diagnostic_and_practice
LSK01190,LRN0133,SK019,Advanced SQL,0.656,proficient,0.639,0.47,diagnostic_and_practice
LSK01191,LRN0133,SK013,Excel for Data Analysis,0.97,advanced,0.98,0.84,diagnostic_and_practice
LSK01192,LRN0133,SK016,Data Visualization,0.126,novice,0.105,0.78,diagnostic_and_practice
LSK01193,LRN0133,SK011,Descriptive Statistics,0.333,developing,0.215,0.62,diagnostic_and_practice
LSK01194,LRN0133,SK018,Exploratory Data Analysis,0.648,competent,0.559,0.8,diagnostic_and_practice
LSK01195,LRN0133,SK001,Python Basics,0.757,proficient,0.765,0.66,diagnostic_and_practice
LSK01196,LRN0133,SK002,Git & Version Control,0.874,advanced,0.769,0.55,diagnostic_and_practice
LSK01197,LRN0133,SK008,Problem Solving (DSA Practice),0.198,novice,0.12,0.53,diagnostic_and_practice
LSK01198,LRN0134,SK003,Python Data Structures,0.793,proficient,0.836,0.39,diagnostic_and_practice
LSK01199,LRN0134,SK017,Inferential Statistics,0.949,advanced,0.861,0.69,diagnostic_and_practice
LSK01200,LRN0134,SK021,ML Foundations,0.161,novice,0.167,0.5,diagnostic_and_practice
LSK01201,LRN0134,SK022,Regression Techniques,0.306,developing,0.226,0.8,diagnostic_and_practice
LSK01202,LRN0134,SK023,Classification Techniques,0.551,competent,0.572,0.44,diagnostic_and_practice
LSK01203,LRN0134,SK024,Model Evaluation,0.656,proficient,0.601,0.31,diagnostic_and_practice
LSK01204,LRN0134,SK001,Python Basics,0.887,advanced,0.973,0.3,diagnostic_and_practice
LSK01205,LRN0134,SK002,Git & Version Control,0.087,novice,0.201,0.58,diagnostic_and_practice
LSK01206,LRN0134,SK008,Problem Solving (DSA Practice),0.424,developing,0.404,0.69,diagnostic_and_practice
LSK01207,LRN0135,SK021,ML Foundations,0.864,advanced,0.855,0.37,diagnostic_and_practice
LSK01208,LRN0135,SK025,Feature Engineering,0.054,novice,0.05,0.49,diagnostic_and_practice
LSK01209,LRN0135,SK027,Neural Networks,0.285,developing,0.341,0.54,diagnostic_and_practice
LSK01210,LRN0135,SK028,Deep Learning,0.536,competent,0.603,0.4,diagnostic_and_practice
LSK01211,LRN0135,SK050,Model Deployment,0.842,proficient,0.787,0.36,diagnostic_and_practice
LSK01212,LRN0135,SK024,Model Evaluation,0.898,advanced,0.869,0.59,diagnostic_and_practice
LSK01213,LRN0135,SK001,Python Basics,0.183,novice,0.187,0.82,diagnostic_and_practice
LSK01214,LRN0135,SK002,Git & Version Control,0.323,developing,0.355,0.75,diagnostic_and_practice
LSK01215,LRN0135,SK008,Problem Solving (DSA Practice),0.488,competent,0.598,0.54,diagnostic_and_practice
LSK01216,LRN0136,SK031,HTML & CSS,0.131,novice,0.05,0.59,diagnostic_and_practice
LSK01217,LRN0136,SK032,JavaScript Basics,0.419,developing,0.391,0.73,diagnostic_and_practice
LSK01218,LRN0136,SK035,React Fundamentals,0.538,competent,0.487,0.33,diagnostic_and_practice
LSK01219,LRN0136,SK036,Node.js Basics,0.784,proficient,0.695,0.54,diagnostic_and_practice
LSK01220,LRN0136,SK037,REST API Design,0.91,advanced,0.881,0.65,diagnostic_and_practice
LSK01221,LRN0136,SK034,Database Design (RDBMS),0.246,novice,0.167,0.39,diagnostic_and_practice
LSK01222,LRN0136,SK001,Python Basics,0.264,developing,0.282,0.63,diagnostic_and_practice
LSK01223,LRN0136,SK002,Git & Version Control,0.496,competent,0.448,0.71,diagnostic_and_practice
LSK01224,LRN0136,SK008,Problem Solving (DSA Practice),0.756,proficient,0.794,0.53,diagnostic_and_practice
LSK01225,LRN0137,SK019,Advanced SQL,0.333,developing,0.268,0.75,diagnostic_and_practice
LSK01226,LRN0137,SK051,Data Modeling,0.509,competent,0.597,0.74,diagnostic_and_practice
LSK01227,LRN0137,SK053,ETL Fundamentals,0.716,proficient,0.652,0.74,diagnostic_and_practice
LSK01228,LRN0137,SK057,Apache Spark Basics,0.877,advanced,0.98,0.48,diagnostic_and_practice
LSK01229,LRN0137,SK054,Data Warehousing,0.05,novice,0.088,0.55,diagnostic_and_practice
LSK01230,LRN0137,SK060,Data Pipeline Design,0.384,developing,0.485,0.73,diagnostic_and_practice
LSK01231,LRN0137,SK001,Python Basics,0.479,competent,0.441,0.79,diagnostic_and_practice
LSK01232,LRN0137,SK002,Git & Version Control,0.673,proficient,0.618,0.88,diagnostic_and_practice
LSK01233,LRN0137,SK008,Problem Solving (DSA Practice),0.933,advanced,0.9,0.52,diagnostic_and_practice
LSK01234,LRN0138,SK041,Linux Fundamentals,0.49,competent,0.506,0.41,diagnostic_and_practice
LSK01235,LRN0138,SK042,Cloud Computing Basics,0.675,proficient,0.732,0.49,diagnostic_and_practice
LSK01236,LRN0138,SK044,AWS Core Services,0.854,advanced,0.914,0.83,diagnostic_and_practice
LSK01237,LRN0138,SK045,Docker Fundamentals,0.063,novice,0.116,0.63,diagnostic_and_practice
LSK01238,LRN0138,SK047,Kubernetes Basics,0.443,developing,0.516,0.71,diagnostic_and_practice
LSK01239,LRN0138,SK048,CI/CD Pipelines,0.593,competent,0.507,0.36,diagnostic_and_practice
LSK01240,LRN0138,SK001,Python Basics,0.797,proficient,0.876,0.69,diagnostic_and_practice
LSK01241,LRN0138,SK002,Git & Version Control,0.861,advanced,0.888,0.76,diagnostic_and_practice
LSK01242,LRN0138,SK008,Problem Solving (DSA Practice),0.217,novice,0.305,0.68,diagnostic_and_practice
LSK01243,LRN0139,SK012,SQL Basics,0.789,proficient,0.887,0.33,diagnostic_and_practice
LSK01244,LRN0139,SK019,Advanced SQL,0.941,advanced,0.863,0.54,diagnostic_and_practice
LSK01245,LRN0139,SK013,Excel for Data Analysis,0.214,novice,0.322,0.37,diagnostic_and_practice
LSK01246,LRN0139,SK016,Data Visualization,0.425,developing,0.382,0.56,diagnostic_and_practice
LSK01247,LRN0139,SK011,Descriptive Statistics,0.56,competent,0.601,0.82,diagnostic_and_practice
LSK01248,LRN0139,SK018,Exploratory Data Analysis,0.695,proficient,0.631,0.6,diagnostic_and_practice
LSK01249,LRN0139,SK001,Python Basics,0.888,advanced,0.98,0.56,diagnostic_and_practice
LSK01250,LRN0139,SK002,Git & Version Control,0.137,novice,0.211,0.46,diagnostic_and_practice
LSK01251,LRN0139,SK008,Problem Solving (DSA Practice),0.429,developing,0.392,0.42,diagnostic_and_practice
LSK01252,LRN0140,SK003,Python Data Structures,0.93,advanced,0.948,0.37,diagnostic_and_practice
LSK01253,LRN0140,SK017,Inferential Statistics,0.091,novice,0.116,0.71,diagnostic_and_practice
LSK01254,LRN0140,SK021,ML Foundations,0.292,developing,0.39,0.74,diagnostic_and_practice
LSK01255,LRN0140,SK022,Regression Techniques,0.608,competent,0.633,0.42,diagnostic_and_practice
LSK01256,LRN0140,SK023,Classification Techniques,0.8,proficient,0.906,0.56,diagnostic_and_practice
LSK01257,LRN0140,SK024,Model Evaluation,0.943,advanced,0.98,0.47,diagnostic_and_practice
LSK01258,LRN0140,SK001,Python Basics,0.248,novice,0.284,0.38,diagnostic_and_practice
LSK01259,LRN0140,SK002,Git & Version Control,0.317,developing,0.387,0.49,diagnostic_and_practice
LSK01260,LRN0140,SK008,Problem Solving (DSA Practice),0.595,competent,0.504,0.7,diagnostic_and_practice
LSK01261,LRN0141,SK021,ML Foundations,0.229,novice,0.162,0.42,diagnostic_and_practice
LSK01262,LRN0141,SK025,Feature Engineering,0.279,developing,0.192,0.42,diagnostic_and_practice
LSK01263,LRN0141,SK027,Neural Networks,0.518,competent,0.413,0.88,diagnostic_and_practice
LSK01264,LRN0141,SK028,Deep Learning,0.765,proficient,0.841,0.83,diagnostic_and_practice
LSK01265,LRN0141,SK050,Model Deployment,0.873,advanced,0.913,0.57,diagnostic_and_practice
LSK01266,LRN0141,SK024,Model Evaluation,0.184,novice,0.103,0.61,diagnostic_and_practice
LSK01267,LRN0141,SK001,Python Basics,0.383,developing,0.452,0.73,diagnostic_and_practice
LSK01268,LRN0141,SK002,Git & Version Control,0.459,competent,0.564,0.34,diagnostic_and_practice
LSK01269,LRN0141,SK008,Problem Solving (DSA Practice),0.746,proficient,0.694,0.81,diagnostic_and_practice
LSK01270,LRN0142,SK031,HTML & CSS,0.281,developing,0.196,0.61,diagnostic_and_practice
LSK01271,LRN0142,SK032,JavaScript Basics,0.504,competent,0.493,0.84,diagnostic_and_practice
LSK01272,LRN0142,SK035,React Fundamentals,0.68,proficient,0.721,0.6,diagnostic_and_practice
LSK01273,LRN0142,SK036,Node.js Basics,0.886,advanced,0.821,0.89,diagnostic_and_practice
LSK01274,LRN0142,SK037,REST API Design,0.235,novice,0.336,0.3,diagnostic_and_practice
LSK01275,LRN0142,SK034,Database Design (RDBMS),0.283,developing,0.298,0.5,diagnostic_and_practice
LSK01276,LRN0142,SK001,Python Basics,0.469,competent,0.557,0.58,diagnostic_and_practice
LSK01277,LRN0142,SK002,Git & Version Control,0.83,proficient,0.926,0.6,diagnostic_and_practice
LSK01278,LRN0142,SK008,Problem Solving (DSA Practice),0.939,advanced,0.843,0.78,diagnostic_and_practice
LSK01279,LRN0143,SK019,Advanced SQL,0.545,competent,0.539,0.51,diagnostic_and_practice
LSK01280,LRN0143,SK051,Data Modeling,0.773,proficient,0.819,0.8,diagnostic_and_practice
LSK01281,LRN0143,SK053,ETL Fundamentals,0.904,advanced,0.917,0.89,diagnostic_and_practice
LSK01282,LRN0143,SK057,Apache Spark Basics,0.074,novice,0.106,0.36,diagnostic_and_practice
LSK01283,LRN0143,SK054,Data Warehousing,0.28,developing,0.309,0.51,diagnostic_and_practice
LSK01284,LRN0143,SK060,Data Pipeline Design,0.551,competent,0.612,0.44,diagnostic_and_practice
LSK01285,LRN0143,SK001,Python Basics,0.682,proficient,0.794,0.44,diagnostic_and_practice
LSK01286,LRN0143,SK002,Git & Version Control,0.93,advanced,0.98,0.54,diagnostic_and_practice
LSK01287,LRN0143,SK008,Problem Solving (DSA Practice),0.144,novice,0.118,0.68,diagnostic_and_practice
LSK01288,LRN0144,SK041,Linux Fundamentals,0.672,proficient,0.788,0.78,diagnostic_and_practice
LSK01289,LRN0144,SK042,Cloud Computing Basics,0.883,advanced,0.952,0.62,diagnostic_and_practice
LSK01290,LRN0144,SK044,AWS Core Services,0.219,novice,0.259,0.84,diagnostic_and_practice
LSK01291,LRN0144,SK045,Docker Fundamentals,0.384,developing,0.397,0.53,diagnostic_and_practice
LSK01292,LRN0144,SK047,Kubernetes Basics,0.487,competent,0.431,0.41,diagnostic_and_practice
LSK01293,LRN0144,SK048,CI/CD Pipelines,0.718,proficient,0.818,0.76,diagnostic_and_practice
LSK01294,LRN0144,SK001,Python Basics,0.919,advanced,0.823,0.58,diagnostic_and_practice
LSK01295,LRN0144,SK002,Git & Version Control,0.187,novice,0.253,0.41,diagnostic_and_practice
LSK01296,LRN0144,SK008,Problem Solving (DSA Practice),0.364,developing,0.358,0.54,diagnostic_and_practice
LSK01297,LRN0145,SK012,SQL Basics,0.923,advanced,0.915,0.53,diagnostic_and_practice
LSK01298,LRN0145,SK019,Advanced SQL,0.194,novice,0.176,0.74,diagnostic_and_practice
LSK01299,LRN0145,SK013,Excel for Data Analysis,0.258,developing,0.206,0.55,diagnostic_and_practice
LSK01300,LRN0145,SK016,Data Visualization,0.631,competent,0.717,0.55,diagnostic_and_practice
LSK01301,LRN0145,SK011,Descriptive Statistics,0.782,proficient,0.818,0.37,diagnostic_and_practice
LSK01302,LRN0145,SK018,Exploratory Data Analysis,0.913,advanced,0.826,0.32,diagnostic_and_practice
LSK01303,LRN0145,SK001,Python Basics,0.11,novice,0.137,0.58,diagnostic_and_practice
LSK01304,LRN0145,SK002,Git & Version Control,0.326,developing,0.353,0.73,diagnostic_and_practice
LSK01305,LRN0145,SK008,Problem Solving (DSA Practice),0.628,competent,0.625,0.37,diagnostic_and_practice
LSK01306,LRN0146,SK003,Python Data Structures,0.199,novice,0.138,0.35,diagnostic_and_practice
LSK01307,LRN0146,SK017,Inferential Statistics,0.279,developing,0.352,0.63,diagnostic_and_practice
LSK01308,LRN0146,SK021,ML Foundations,0.52,competent,0.528,0.83,diagnostic_and_practice
LSK01309,LRN0146,SK022,Regression Techniques,0.78,proficient,0.82,0.67,diagnostic_and_practice
LSK01310,LRN0146,SK023,Classification Techniques,0.895,advanced,0.844,0.39,diagnostic_and_practice
LSK01311,LRN0146,SK024,Model Evaluation,0.075,novice,0.087,0.34,diagnostic_and_practice
LSK01312,LRN0146,SK001,Python Basics,0.438,developing,0.382,0.54,diagnostic_and_practice
LSK01313,LRN0146,SK002,Git & Version Control,0.627,competent,0.578,0.35,diagnostic_and_practice
LSK01314,LRN0146,SK008,Problem Solving (DSA Practice),0.766,proficient,0.785,0.51,diagnostic_and_practice
LSK01315,LRN0147,SK021,ML Foundations,0.293,developing,0.212,0.64,diagnostic_and_practice
LSK01316,LRN0147,SK025,Feature Engineering,0.564,competent,0.453,0.7,diagnostic_and_practice
LSK01317,LRN0147,SK027,Neural Networks,0.834,proficient,0.724,0.56,diagnostic_and_practice
LSK01318,LRN0147,SK028,Deep Learning,0.915,advanced,0.8,0.52,diagnostic_and_practice
LSK01319,LRN0147,SK050,Model Deployment,0.055,novice,0.111,0.89,diagnostic_and_practice
LSK01320,LRN0147,SK024,Model Evaluation,0.287,developing,0.205,0.83,diagnostic_and_practice
LSK01321,LRN0147,SK001,Python Basics,0.451,competent,0.54,0.31,diagnostic_and_practice
LSK01322,LRN0147,SK002,Git & Version Control,0.742,proficient,0.739,0.53,diagnostic_and_practice
LSK01323,LRN0147,SK008,Problem Solving (DSA Practice),0.953,advanced,0.98,0.69,diagnostic_and_practice
LSK01324,LRN0148,SK031,HTML & CSS,0.455,competent,0.505,0.43,diagnostic_and_practice
LSK01325,LRN0148,SK032,JavaScript Basics,0.806,proficient,0.73,0.74,diagnostic_and_practice
LSK01326,LRN0148,SK035,React Fundamentals,0.937,advanced,0.967,0.33,diagnostic_and_practice
LSK01327,LRN0148,SK036,Node.js Basics,0.052,novice,0.106,0.46,diagnostic_and_practice
LSK01328,LRN0148,SK037,REST API Design,0.383,developing,0.478,0.63,diagnostic_and_practice
LSK01329,LRN0148,SK034,Database Design (RDBMS),0.545,competent,0.582,0.49,diagnostic_and_practice
LSK01330,LRN0148,SK001,Python Basics,0.681,proficient,0.674,0.63,diagnostic_and_practice
LSK01331,LRN0148,SK002,Git & Version Control,0.938,advanced,0.895,0.85,diagnostic_and_practice
LSK01332,LRN0148,SK008,Problem Solving (DSA Practice),0.159,novice,0.106,0.77,diagnostic_and_practice
LSK01333,LRN0149,SK019,Advanced SQL,0.739,proficient,0.767,0.78,diagnostic_and_practice
LSK01334,LRN0149,SK051,Data Modeling,0.936,advanced,0.98,0.75,diagnostic_and_practice
LSK01335,LRN0149,SK053,ETL Fundamentals,0.142,novice,0.231,0.73,diagnostic_and_practice
LSK01336,LRN0149,SK057,Apache Spark Basics,0.386,developing,0.289,0.38,diagnostic_and_practice
LSK01337,LRN0149,SK054,Data Warehousing,0.548,competent,0.548,0.58,diagnostic_and_practice
LSK01338,LRN0149,SK060,Data Pipeline Design,0.693,proficient,0.626,0.77,diagnostic_and_practice
LSK01339,LRN0149,SK001,Python Basics,0.892,advanced,0.955,0.57,diagnostic_and_practice
LSK01340,LRN0149,SK002,Git & Version Control,0.196,novice,0.21,0.66,diagnostic_and_practice
LSK01341,LRN0149,SK008,Problem Solving (DSA Practice),0.328,developing,0.445,0.84,diagnostic_and_practice
LSK01342,LRN0150,SK041,Linux Fundamentals,0.874,advanced,0.951,0.78,diagnostic_and_practice
LSK01343,LRN0150,SK042,Cloud Computing Basics,0.105,novice,0.076,0.55,diagnostic_and_practice
LSK01344,LRN0150,SK044,AWS Core Services,0.29,developing,0.205,0.68,diagnostic_and_practice
LSK01345,LRN0150,SK045,Docker Fundamentals,0.537,competent,0.523,0.67,diagnostic_and_practice
LSK01346,LRN0150,SK047,Kubernetes Basics,0.801,proficient,0.911,0.72,diagnostic_and_practice
LSK01347,LRN0150,SK048,CI/CD Pipelines,0.96,advanced,0.978,0.66,diagnostic_and_practice
LSK01348,LRN0150,SK001,Python Basics,0.116,novice,0.15,0.83,diagnostic_and_practice
LSK01349,LRN0150,SK002,Git & Version Control,0.377,developing,0.442,0.51,diagnostic_and_practice
LSK01350,LRN0150,SK008,Problem Solving (DSA Practice),0.648,competent,0.726,0.75,diagnostic_and_practice
LSK01351,LRN0151,SK012,SQL Basics,0.2,novice,0.267,0.51,diagnostic_and_practice
LSK01352,LRN0151,SK019,Advanced SQL,0.306,developing,0.225,0.37,diagnostic_and_practice
LSK01353,LRN0151,SK013,Excel for Data Analysis,0.57,competent,0.472,0.39,diagnostic_and_practice
LSK01354,LRN0151,SK016,Data Visualization,0.81,proficient,0.829,0.63,diagnostic_and_practice
