recommendation_event_id,learner_id,resource_id,skill_name,score,reason,accepted
REC00477,LRN0145,RES0038,Excel for Data Analysis,0.688,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00478,LRN0146,RES0009,Python Data Structures,0.816,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00479,LRN0146,RES0050,Inferential Statistics,0.844,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00480,LRN0146,RES0061,ML Foundations,0.746,Addresses skill gap in ML Foundations required for Data Scientist,False
REC00481,LRN0146,RES0072,Model Evaluation,0.808,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00482,LRN0147,RES0062,ML Foundations,0.741,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00483,LRN0147,RES0073,Feature Engineering,0.754,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00484,LRN0147,RES0150,Model Deployment,0.696,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00485,LRN0147,RES0071,Model Evaluation,0.69,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,False
REC00486,LRN0148,RES0091,HTML & CSS,0.863,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00487,LRN0148,RES0108,Node.js Basics,0.781,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00488,LRN0148,RES0110,REST API Design,0.81,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00489,LRN0148,RES0100,Database Design (RDBMS),0.827,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,False
REC00490,LRN0149,RES0159,ETL Fundamentals,0.732,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00491,LRN0149,RES0170,Apache Spark Basics,0.808,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00492,LRN0149,RES0160,Data Warehousing,0.674,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00493,LRN0150,RES0126,Cloud Computing Basics,0.784,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00494,LRN0150,RES0131,AWS Core Services,0.77,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,False
REC00495,LRN0150,RES0133,Docker Fundamentals,0.747,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00496,LRN0151,RES0036,SQL Basics,0.773,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00497,LRN0151,RES0056,Advanced SQL,0.847,Addresses skill gap in Advanced SQL required for Data Analyst,False
REC00498,LRN0151,RES0037,Excel for Data Analysis,0.829,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00499,LRN0151,RES0054,Exploratory Data Analysis,0.715,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00500,LRN0152,RES0008,Python Data Structures,0.857,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00501,LRN0152,RES0069,Classification Techniques,0.908,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00502,LRN0152,RES0071,Model Evaluation,0.651,Addresses skill gap in Model Evaluation required for Data Scientist,False
REC00503,LRN0153,RES0061,ML Foundations,0.735,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00504,LRN0153,RES0084,Deep Learning,0.685,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00505,LRN0153,RES0149,Model Deployment,0.788,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00506,LRN0153,RES0070,Model Evaluation,0.847,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00507,LRN0154,RES0105,React Fundamentals,0.684,Addresses skill gap in React Fundamentals required for Full Stack Developer,False
REC00508,LRN0154,RES0107,Node.js Basics,0.824,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00509,LRN0155,RES0153,Data Modeling,0.616,Addresses skill gap in Data Modeling required for Data Engineer,False
REC00510,LRN0155,RES0158,ETL Fundamentals,0.693,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00511,LRN0155,RES0169,Apache Spark Basics,0.838,Addresses skill gap in Apache Spark Basics required for Data Engineer,False
REC00512,LRN0156,RES0123,Linux Fundamentals,0.707,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00513,LRN0156,RES0125,Cloud Computing Basics,0.854,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00514,LRN0156,RES0130,AWS Core Services,0.706,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,False
REC00515,LRN0156,RES0144,CI/CD Pipelines,0.847,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00516,LRN0157,RES0035,SQL Basics,0.701,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00517,LRN0157,RES0055,Advanced SQL,0.635,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00518,LRN0157,RES0033,Descriptive Statistics,0.652,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00519,LRN0157,RES0053,Exploratory Data Analysis,0.83,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00520,LRN0158,RES0007,Python Data Structures,0.664,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00521,LRN0158,RES0066,Regression Techniques,0.683,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00522,LRN0158,RES0068,Classification Techniques,0.845,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00523,LRN0158,RES0070,Model Evaluation,0.739,Addresses skill gap in Model Evaluation required for Data Scientist,False
REC00524,LRN0159,RES0081,Neural Networks,0.69,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00525,LRN0159,RES0083,Deep Learning,0.785,Addresses skill gap in Deep Learning required for Machine Learning Engineer,False
REC00526,LRN0159,RES0148,Model Deployment,0.602,Addresses skill gap in Model Deployment required for Machine Learning Engineer,False
REC00527,LRN0160,RES0096,JavaScript Basics,0.745,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00528,LRN0160,RES0104,React Fundamentals,0.655,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00529,LRN0160,RES0106,Node.js Basics,0.754,Addresses skill gap in Node.js Basics required for Full Stack Developer,False
REC00530,LRN0161,RES0057,Advanced SQL,0.759,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00531,LRN0161,RES0152,Data Modeling,0.736,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00532,LRN0161,RES0157,ETL Fundamentals,0.797,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00533,LRN0161,RES0180,Data Pipeline Design,0.782,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00534,LRN0162,RES0122,Linux Fundamentals,0.817,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00535,LRN0162,RES0141,Kubernetes Basics,0.919,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00536,LRN0162,RES0143,CI/CD Pipelines,0.802,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00537,LRN0163,RES0034,SQL Basics,0.724,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00538,LRN0163,RES0048,Data Visualization,0.775,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00539,LRN0163,RES0032,Descriptive Statistics,0.878,Addresses skill gap in Descriptive Statistics required for Data Analyst,False
REC00540,LRN0164,RES0062,ML Foundations,0.737,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00541,LRN0164,RES0065,Regression Techniques,0.753,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00542,LRN0164,RES0067,Classification Techniques,0.646,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00543,LRN0165,RES0075,Feature Engineering,0.745,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,False
REC00544,LRN0165,RES0080,Neural Networks,0.753,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00545,LRN0166,RES0093,HTML & CSS,0.757,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00546,LRN0166,RES0095,JavaScript Basics,0.734,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00547,LRN0166,RES0103,React Fundamentals,0.728,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00548,LRN0166,RES0102,Database Design (RDBMS),0.69,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00549,LRN0167,RES0056,Advanced SQL,0.797,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00550,LRN0167,RES0162,Data Warehousing,0.608,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00551,LRN0167,RES0179,Data Pipeline Design,0.791,Addresses skill gap in Data Pipeline Design required for Data Engineer,False
REC00552,LRN0168,RES0135,Docker Fundamentals,0.823,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00553,LRN0168,RES0140,Kubernetes Basics,0.875,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00554,LRN0168,RES0142,CI/CD Pipelines,0.889,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00555,LRN0169,RES0039,Excel for Data Analysis,0.867,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00556,LRN0169,RES0047,Data Visualization,0.612,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00557,LRN0169,RES0031,Descriptive Statistics,0.767,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00558,LRN0170,RES0051,Inferential Statistics,0.712,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00559,LRN0170,RES0062,ML Foundations,0.731,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00560,LRN0170,RES0064,Regression Techniques,0.796,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00561,LRN0171,RES0063,ML Foundations,0.695,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00562,LRN0171,RES0074,Feature Engineering,0.672,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,False
REC00563,LRN0171,RES0079,Neural Networks,0.729,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00564,LRN0171,RES0072,Model Evaluation,0.887,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00565,LRN0172,RES0092,HTML & CSS,0.684,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00566,LRN0172,RES0094,JavaScript Basics,0.792,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00567,LRN0172,RES0111,REST API Design,0.842,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00568,LRN0172,RES0101,Database Design (RDBMS),0.859,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00569,LRN0173,RES0055,Advanced SQL,0.888,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00570,LRN0173,RES0171,Apache Spark Basics,0.823,Addresses skill gap in Apache Spark Basics required for Data Engineer,False
REC00571,LRN0173,RES0161,Data Warehousing,0.873,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00572,LRN0173,RES0178,Data Pipeline Design,0.702,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00573,LRN0174,RES0132,AWS Core Services,0.874,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00574,LRN0174,RES0134,Docker Fundamentals,0.792,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,False
REC00575,LRN0175,RES0057,Advanced SQL,0.872,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00576,LRN0175,RES0038,Excel for Data Analysis,0.863,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00577,LRN0175,RES0046,Data Visualization,0.821,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00578,LRN0176,RES0009,Python Data Structures,0.841,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00579,LRN0176,RES0050,Inferential Statistics,0.783,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00580,LRN0176,RES0061,ML Foundations,0.68,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00581,LRN0176,RES0072,Model Evaluation,0.726,Addresses skill gap in Model Evaluation required for Data Scientist,False
REC00582,LRN0177,RES0062,ML Foundations,0.662,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00583,LRN0177,RES0073,Feature Engineering,0.844,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00584,LRN0177,RES0150,Model Deployment,0.843,Addresses skill gap in Model Deployment required for Machine Learning Engineer,False
REC00585,LRN0177,RES0071,Model Evaluation,0.882,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00586,LRN0178,RES0091,HTML & CSS,0.799,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00587,LRN0178,RES0108,Node.js Basics,0.777,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00588,LRN0178,RES0110,REST API Design,0.872,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00589,LRN0179,RES0159,ETL Fundamentals,0.886,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00590,LRN0179,RES0170,Apache Spark Basics,0.788,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00591,LRN0179,RES0160,Data Warehousing,0.798,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00592,LRN0180,RES0126,Cloud Computing Basics,0.808,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00593,LRN0180,RES0131,AWS Core Services,0.767,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00594,LRN0180,RES0133,Docker Fundamentals,0.885,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00595,LRN0181,RES0036,SQL Basics,0.768,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00596,LRN0181,RES0056,Advanced SQL,0.813,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00597,LRN0181,RES0037,Excel for Data Analysis,0.677,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00598,LRN0181,RES0054,Exploratory Data Analysis,0.824,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00599,LRN0182,RES0008,Python Data Structures,0.925,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00600,LRN0182,RES0049,Inferential Statistics,0.803,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00601,LRN0182,RES0069,Classification Techniques,0.815,Addresses skill gap in Classification Techniques required for Data Scientist,False
REC00602,LRN0182,RES0071,Model Evaluation,0.786,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00603,LRN0183,RES0061,ML Foundations,0.701,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00604,LRN0183,RES0084,Deep Learning,0.899,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00605,LRN0183,RES0149,Model Deployment,0.773,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00606,LRN0183,RES0070,Model Evaluation,0.654,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,False
REC00607,LRN0184,RES0105,React Fundamentals,0.769,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00608,LRN0184,RES0107,Node.js Basics,0.808,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00609,LRN0185,RES0153,Data Modeling,0.875,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00610,LRN0185,RES0158,ETL Fundamentals,0.776,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00611,LRN0185,RES0169,Apache Spark Basics,0.806,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00612,LRN0186,RES0123,Linux Fundamentals,0.903,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00613,LRN0186,RES0125,Cloud Computing Basics,0.727,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00614,LRN0186,RES0130,AWS Core Services,0.872,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00615,LRN0186,RES0144,CI/CD Pipelines,0.77,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00616,LRN0187,RES0035,SQL Basics,0.781,Addresses skill gap in SQL Basics required for Data Analyst,True
REC00617,LRN0187,RES0055,Advanced SQL,0.795,Addresses skill gap in Advanced SQL required for Data Analyst,False
REC00618,LRN0187,RES0033,Descriptive Statistics,0.751,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00619,LRN0187,RES0053,Exploratory Data Analysis,0.536,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00620,LRN0188,RES0066,Regression Techniques,0.737,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00621,LRN0188,RES0068,Classification Techniques,0.619,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00622,LRN0188,RES0070,Model Evaluation,0.76,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00623,LRN0189,RES0081,Neural Networks,0.722,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00624,LRN0189,RES0083,Deep Learning,0.724,Addresses skill gap in Deep Learning required for Machine Learning Engineer,False
REC00625,LRN0189,RES0148,Model Deployment,0.96,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00626,LRN0190,RES0096,JavaScript Basics,0.783,Addresses skill gap in JavaScript Basics required for Full Stack Developer,False
REC00627,LRN0190,RES0104,React Fundamentals,0.729,Addresses skill gap in React Fundamentals required for Full Stack Developer,False
REC00628,LRN0190,RES0106,Node.js Basics,0.773,Addresses skill gap in Node.js Basics required for Full Stack Developer,False
REC00629,LRN0191,RES0057,Advanced SQL,0.894,Addresses skill gap in Advanced SQL required for Data Engineer,False
REC00630,LRN0191,RES0152,Data Modeling,0.838,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00631,LRN0191,RES0180,Data Pipeline Design,0.762,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00632,LRN0192,RES0122,Linux Fundamentals,0.777,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00633,LRN0192,RES0124,Cloud Computing Basics,0.8,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00634,LRN0192,RES0141,Kubernetes Basics,0.655,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00635,LRN0192,RES0143,CI/CD Pipelines,0.83,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,False
REC00636,LRN0193,RES0034,SQL Basics,0.87,Addresses skill gap in SQL Basics required for Data Analyst,False
REC00637,LRN0193,RES0048,Data Visualization,0.788,Addresses skill gap in Data Visualization required for Data Analyst,False
REC00638,LRN0193,RES0032,Descriptive Statistics,0.805,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00639,LRN0194,RES0063,ML Foundations,0.796,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00640,LRN0194,RES0065,Regression Techniques,0.759,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00641,LRN0195,RES0075,Feature Engineering,0.79,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00642,LRN0195,RES0080,Neural Networks,0.746,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00643,LRN0195,RES0082,Deep Learning,0.765,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00644,LRN0196,RES0093,HTML & CSS,0.913,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00645,LRN0196,RES0095,JavaScript Basics,0.747,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00646,LRN0196,RES0103,React Fundamentals,0.739,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00647,LRN0196,RES0102,Database Design (RDBMS),0.834,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00648,LRN0197,RES0056,Advanced SQL,0.704,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00649,LRN0197,RES0151,Data Modeling,0.666,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00650,LRN0197,RES0162,Data Warehousing,0.688,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00651,LRN0197,RES0179,Data Pipeline Design,0.732,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00652,LRN0198,RES0121,Linux Fundamentals,0.78,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00653,LRN0198,RES0135,Docker Fundamentals,0.737,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00654,LRN0198,RES0140,Kubernetes Basics,0.98,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00655,LRN0198,RES0142,CI/CD Pipelines,0.728,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,False
REC00656,LRN0199,RES0039,Excel for Data Analysis,0.823,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00657,LRN0199,RES0047,Data Visualization,0.657,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00658,LRN0199,RES0031,Descriptive Statistics,0.904,Addresses skill gap in Descriptive Statistics required for Data Analyst,False
REC00659,LRN0200,RES0051,Inferential Statistics,0.875,Addresses skill gap in Inferential Statistics required for Data Scientist,False
REC00660,LRN0200,RES0062,ML Foundations,0.684,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00661,LRN0200,RES0064,Regression Techniques,0.739,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00662,LRN0201,RES0063,ML Foundations,0.859,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00663,LRN0201,RES0074,Feature Engineering,0.874,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00664,LRN0201,RES0079,Neural Networks,0.781,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00665,LRN0201,RES0072,Model Evaluation,0.709,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00666,LRN0202,RES0092,HTML & CSS,0.709,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00667,LRN0202,RES0094,JavaScript Basics,0.931,Addresses skill gap in JavaScript Basics required for Full Stack Developer,False
REC00668,LRN0202,RES0111,REST API Design,0.723,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00669,LRN0202,RES0101,Database Design (RDBMS),0.917,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00670,LRN0203,RES0055,Advanced SQL,0.867,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00671,LRN0203,RES0171,Apache Spark Basics,0.973,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00672,LRN0203,RES0161,Data Warehousing,0.866,Addresses skill gap in Data Warehousing required for Data Engineer,False
REC00673,LRN0203,RES0178,Data Pipeline Design,0.695,Addresses skill gap in Data Pipeline Design required for Data Engineer,False
REC00674,LRN0204,RES0132,AWS Core Services,0.818,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,False
REC00675,LRN0204,RES0134,Docker Fundamentals,0.691,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00676,LRN0204,RES0139,Kubernetes Basics,0.793,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00677,LRN0205,RES0057,Advanced SQL,0.889,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00678,LRN0205,RES0038,Excel for Data Analysis,0.854,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00679,LRN0205,RES0046,Data Visualization,0.88,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00680,LRN0206,RES0009,Python Data Structures,0.705,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00681,LRN0206,RES0050,Inferential Statistics,0.698,Addresses skill gap in Inferential Statistics required for Data Scientist,False
REC00682,LRN0206,RES0061,ML Foundations,0.845,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00683,LRN0206,RES0072,Model Evaluation,0.85,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00684,LRN0207,RES0062,ML Foundations,0.716,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00685,LRN0207,RES0073,Feature Engineering,0.675,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00686,LRN0207,RES0150,Model Deployment,0.723,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00687,LRN0207,RES0071,Model Evaluation,0.776,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00688,LRN0208,RES0108,Node.js Basics,0.816,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00689,LRN0208,RES0110,REST API Design,0.733,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00690,LRN0208,RES0100,Database Design (RDBMS),0.784,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00691,LRN0209,RES0159,ETL Fundamentals,0.761,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00692,LRN0209,RES0170,Apache Spark Basics,0.732,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00693,LRN0210,RES0126,Cloud Computing Basics,0.678,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00694,LRN0210,RES0131,AWS Core Services,0.774,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00695,LRN0210,RES0133,Docker Fundamentals,0.83,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,False
REC00696,LRN0211,RES0036,SQL Basics,0.901,Addresses skill gap in SQL Basics required for Data Analyst,False
REC00697,LRN0211,RES0056,Advanced SQL,0.797,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00698,LRN0211,RES0037,Excel for Data Analysis,0.793,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00699,LRN0211,RES0054,Exploratory Data Analysis,0.875,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,True
REC00700,LRN0212,RES0008,Python Data Structures,0.778,Addresses skill gap in Python Data Structures required for Data Scientist,False
REC00701,LRN0212,RES0069,Classification Techniques,0.822,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00702,LRN0212,RES0071,Model Evaluation,0.836,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00703,LRN0213,RES0061,ML Foundations,0.722,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00704,LRN0213,RES0084,Deep Learning,0.768,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00705,LRN0213,RES0149,Model Deployment,0.859,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00706,LRN0214,RES0105,React Fundamentals,0.846,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00707,LRN0214,RES0107,Node.js Basics,0.83,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00708,LRN0214,RES0109,REST API Design,0.76,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00709,LRN0215,RES0153,Data Modeling,0.788,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00710,LRN0215,RES0158,ETL Fundamentals,0.813,Addresses skill gap in ETL Fundamentals required for Data Engineer,False
REC00711,LRN0216,RES0123,Linux Fundamentals,0.843,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00712,LRN0216,RES0125,Cloud Computing Basics,0.753,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00713,LRN0216,RES0130,AWS Core Services,0.819,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00714,LRN0216,RES0144,CI/CD Pipelines,0.693,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00715,LRN0217,RES0035,SQL Basics,0.829,Addresses skill gap in SQL Basics required for Data Analyst,True
